Trinity_protein	sseqid.x	evalue.x
TRINITY_DN4795_c0_g1_i1	sp|Q8R4U0|STAB2_MOUSE	0.51
TRINITY_DN4795_c0_g1_i1	sp|Q8R4U0|STAB2_MOUSE	0.77
TRINITY_DN4795_c0_g1_i1	sp|Q8R4U0|STAB2_MOUSE	2.4
TRINITY_DN4795_c0_g1_i1	sp|Q8R4U0|STAB2_MOUSE	2.5
TRINITY_DN4795_c0_g1_i1	sp|Q8R4U0|STAB2_MOUSE	4.1
TRINITY_DN4795_c0_g1_i1	sp|Q8R4U0|STAB2_MOUSE	6.6
TRINITY_DN4795_c0_g1_i1	sp|Q8R4U0|STAB2_MOUSE	7.5
TRINITY_DN4715_c0_g1_i6	sp|Q8EPV1|NADD_OCEIH	1.35e-24
TRINITY_DN4715_c0_g1_i3	sp|Q8EPV1|NADD_OCEIH	1.27e-24
TRINITY_DN4715_c0_g1_i5	sp|Q8EPV1|NADD_OCEIH	1.68e-25
TRINITY_DN4715_c0_g1_i9	sp|Q8EPV1|NADD_OCEIH	9.4e-25
TRINITY_DN4715_c0_g1_i2	sp|Q8EPV1|NADD_OCEIH	1.35e-24
TRINITY_DN4775_c0_g2_i1	sp|P79803|AQP2_MACPR	0.48
TRINITY_DN4775_c0_g1_i7	sp|Q8HXG3|RHPN2_CANLF	3.7
TRINITY_DN4775_c0_g1_i6	sp|P19215|SPIR_SPICI	1.3
TRINITY_DN4775_c0_g1_i2	sp|Q9UTQ8|HPM1_SCHPO	5.5
TRINITY_DN4775_c0_g1_i9	sp|P19215|SPIR_SPICI	2
TRINITY_DN4775_c0_g1_i10	sp|Q9UTQ8|HPM1_SCHPO	6
TRINITY_DN4791_c0_g1_i3	sp|Q9SK22|RS161_ARATH	9.99e-68
TRINITY_DN4791_c0_g1_i5	sp|Q9SK22|RS161_ARATH	9.92e-67
TRINITY_DN4791_c0_g1_i2	sp|Q9SK22|RS161_ARATH	8.67e-68
TRINITY_DN4791_c0_g1_i4	sp|Q9SK22|RS161_ARATH	1.15e-67
TRINITY_DN4791_c0_g1_i1	sp|Q9SK22|RS161_ARATH	4.57e-66
TRINITY_DN4749_c0_g1_i13	sp|Q86U86|PB1_HUMAN	0
TRINITY_DN4749_c0_g1_i13	sp|Q86U86|PB1_HUMAN	2.7e-21
TRINITY_DN4749_c0_g1_i13	sp|Q86U86|PB1_HUMAN	2.1e-16
TRINITY_DN4749_c0_g1_i13	sp|Q86U86|PB1_HUMAN	4.91e-15
TRINITY_DN4749_c0_g1_i8	sp|B1A4F7|VDDP4_VESVU	8.14e-154
TRINITY_DN4749_c0_g1_i10	sp|B1A4F7|VDDP4_VESVU	1.02e-153
TRINITY_DN4749_c0_g1_i11	sp|B1A4F7|VDDP4_VESVU	8e-154
TRINITY_DN4749_c0_g1_i2	sp|Q86U86|PB1_HUMAN	0
TRINITY_DN4749_c0_g1_i2	sp|Q86U86|PB1_HUMAN	2.87e-21
TRINITY_DN4749_c0_g1_i2	sp|Q86U86|PB1_HUMAN	2.16e-16
TRINITY_DN4749_c0_g1_i2	sp|Q86U86|PB1_HUMAN	6.04e-16
TRINITY_DN4749_c0_g1_i12	sp|Q86U86|PB1_HUMAN	0
TRINITY_DN4749_c0_g1_i12	sp|Q86U86|PB1_HUMAN	2.98e-21
TRINITY_DN4749_c0_g1_i12	sp|Q86U86|PB1_HUMAN	2.24e-16
TRINITY_DN4749_c0_g1_i12	sp|Q86U86|PB1_HUMAN	6.25e-16
TRINITY_DN4749_c0_g1_i15	sp|B1A4F7|VDDP4_VESVU	1.82e-152
TRINITY_DN4749_c0_g1_i16	sp|B1A4F7|VDDP4_VESVU	1.49e-152
TRINITY_DN4749_c0_g1_i7	sp|Q86U86|PB1_HUMAN	0
TRINITY_DN4749_c0_g1_i7	sp|Q86U86|PB1_HUMAN	2.6e-21
TRINITY_DN4749_c0_g1_i7	sp|Q86U86|PB1_HUMAN	2.03e-16
TRINITY_DN4749_c0_g1_i7	sp|Q86U86|PB1_HUMAN	4.74e-15
TRINITY_DN4718_c0_g1_i1	sp|Q9SB58|ZDH19_ARATH	1.53e-38
TRINITY_DN4718_c0_g1_i2	sp|Q9SB58|ZDH19_ARATH	9.98e-39
TRINITY_DN4718_c0_g1_i3	sp|Q9SB58|ZDH19_ARATH	1.87e-38
TRINITY_DN4727_c0_g2_i3	sp|Q9NQM4|PIHD3_HUMAN	8.75e-17
TRINITY_DN4727_c0_g2_i1	sp|Q9NQM4|PIHD3_HUMAN	8.46e-17
TRINITY_DN4724_c0_g1_i1	sp|Q5E9N3|RNF25_BOVIN	3.6e-06
TRINITY_DN4724_c0_g1_i4	sp|Q5E9N3|RNF25_BOVIN	4.35e-06
TRINITY_DN4724_c0_g1_i3	sp|Q5E9N3|RNF25_BOVIN	4.15e-06
TRINITY_DN4724_c0_g1_i2	sp|Q5E9N3|RNF25_BOVIN	2.4e-06
TRINITY_DN4776_c0_g1_i2	sp|Q69ZP3|PNKD_MOUSE	3e-30
TRINITY_DN4776_c0_g1_i5	sp|Q69ZP3|PNKD_MOUSE	3.47e-30
TRINITY_DN4776_c0_g1_i3	sp|Q69ZP3|PNKD_MOUSE	2.79e-30
TRINITY_DN4776_c0_g1_i6	sp|Q69ZP3|PNKD_MOUSE	3.36e-30
TRINITY_DN4776_c0_g1_i4	sp|Q69ZP3|PNKD_MOUSE	2.91e-30
TRINITY_DN4762_c0_g1_i1	sp|P38166|SFT2_YEAST	3.25e-10
TRINITY_DN4781_c0_g1_i1	sp|Q640R7|RAP1B_XENTR	2.85e-111
TRINITY_DN4781_c0_g1_i6	sp|Q640R7|RAP1B_XENTR	3.18e-111
TRINITY_DN4759_c0_g2_i1	sp|Q9NRZ5|PLCD_HUMAN	1.56e-96
TRINITY_DN4761_c0_g1_i6	sp|Q9SZ67|WRK19_ARATH	0.12
TRINITY_DN4761_c0_g1_i6	sp|Q9SZ67|WRK19_ARATH	0.38
TRINITY_DN4761_c0_g1_i6	sp|Q9SZ67|WRK19_ARATH	3.1
TRINITY_DN4761_c0_g1_i4	sp|Q9SZ67|WRK19_ARATH	0.08
TRINITY_DN4761_c0_g1_i4	sp|Q9SZ67|WRK19_ARATH	0.26
TRINITY_DN4761_c0_g1_i4	sp|Q9SZ67|WRK19_ARATH	2.1
TRINITY_DN4786_c0_g1_i1	sp|Q9CYF5|RCC1L_MOUSE	6.45e-124
TRINITY_DN4786_c0_g1_i2	sp|Q9CYF5|RCC1L_MOUSE	2.02e-96
TRINITY_DN4786_c0_g1_i2	sp|Q9CYF5|RCC1L_MOUSE	0.003
TRINITY_DN4786_c0_g1_i2	sp|Q9CYF5|RCC1L_MOUSE	0.01
TRINITY_DN4729_c0_g1_i2	sp|Q09676|YA03_SCHPO	5.74e-05
TRINITY_DN4729_c0_g1_i5	sp|Q09676|YA03_SCHPO	5.44e-05
TRINITY_DN4729_c0_g1_i3	sp|Q09676|YA03_SCHPO	5.58e-05
TRINITY_DN4729_c0_g1_i1	sp|Q09676|YA03_SCHPO	6.08e-05
TRINITY_DN4755_c0_g1_i1	sp|A8FD66|RIMM_BACP2	0.53
TRINITY_DN4780_c0_g1_i4	sp|Q8BX10|PGAM5_MOUSE	1.09e-37
TRINITY_DN4780_c0_g1_i3	sp|Q8BX10|PGAM5_MOUSE	1.09e-37
TRINITY_DN4730_c0_g1_i3	sp|Q8Q0U0|Y045_METMA	1.57e-22
TRINITY_DN4730_c0_g1_i3	sp|Q8Q0U0|Y045_METMA	3.25e-21
TRINITY_DN4730_c0_g1_i3	sp|Q8Q0U0|Y045_METMA	3.38e-21
TRINITY_DN4730_c0_g1_i3	sp|Q8Q0U0|Y045_METMA	1.03e-13
TRINITY_DN4730_c0_g1_i2	sp|Q8Q0U0|Y045_METMA	7.59e-14
TRINITY_DN4730_c0_g1_i2	sp|Q8Q0U0|Y045_METMA	1.91e-13
TRINITY_DN4730_c0_g1_i2	sp|Q8Q0U0|Y045_METMA	2.38e-13
TRINITY_DN4730_c0_g1_i2	sp|Q8Q0U0|Y045_METMA	5e-12
TRINITY_DN4730_c0_g1_i2	sp|Q8Q0U0|Y045_METMA	3.52e-08
TRINITY_DN4730_c0_g1_i2	sp|Q8Q0U0|Y045_METMA	3.4
TRINITY_DN4739_c0_g1_i12	sp|Q98SJ2|DAZP1_XENLA	5.17e-11
TRINITY_DN4739_c0_g1_i12	sp|Q98SJ2|DAZP1_XENLA	0.035
TRINITY_DN4739_c0_g1_i3	sp|Q98SJ2|DAZP1_XENLA	5.02e-11
TRINITY_DN4739_c0_g1_i3	sp|Q98SJ2|DAZP1_XENLA	0.035
TRINITY_DN4739_c0_g1_i4	sp|Q98SJ2|DAZP1_XENLA	4.86e-11
TRINITY_DN4739_c0_g1_i4	sp|Q98SJ2|DAZP1_XENLA	0.034
TRINITY_DN4739_c0_g1_i2	sp|Q98SJ2|DAZP1_XENLA	4.7e-11
TRINITY_DN4739_c0_g1_i2	sp|Q98SJ2|DAZP1_XENLA	0.033
TRINITY_DN4739_c0_g1_i8	sp|Q98SJ2|DAZP1_XENLA	5.44e-11
TRINITY_DN4739_c0_g1_i8	sp|Q98SJ2|DAZP1_XENLA	0.037
TRINITY_DN4739_c0_g1_i11	sp|Q98SJ2|DAZP1_XENLA	4.61e-11
TRINITY_DN4739_c0_g1_i11	sp|Q98SJ2|DAZP1_XENLA	0.032
TRINITY_DN4739_c0_g1_i6	sp|Q98SJ2|DAZP1_XENLA	5.27e-11
TRINITY_DN4739_c0_g1_i6	sp|Q98SJ2|DAZP1_XENLA	0.036
TRINITY_DN4739_c0_g1_i9	sp|Q98SJ2|DAZP1_XENLA	4.45e-11
TRINITY_DN4739_c0_g1_i9	sp|Q98SJ2|DAZP1_XENLA	0.032
TRINITY_DN4739_c1_g3_i2	sp|G0SC91|FKBP4_CHATD	1.1e-08
TRINITY_DN4739_c1_g1_i2	sp|O95478|NSA2_HUMAN	9.08e-114
TRINITY_DN4739_c1_g1_i5	sp|Q25691|VATB_PLAFA	0
TRINITY_DN4739_c1_g1_i8	sp|Q25691|VATB_PLAFA	0
TRINITY_DN4739_c1_g1_i6	sp|O95478|NSA2_HUMAN	6.31e-114
TRINITY_DN4742_c0_g1_i5	sp|O81629|KLCR1_ARATH	0.66
TRINITY_DN4742_c0_g1_i6	sp|O81629|KLCR1_ARATH	0.66
TRINITY_DN4742_c0_g1_i3	sp|O81629|KLCR1_ARATH	0.65
TRINITY_DN4744_c0_g1_i2	sp|Q8C0L8|COG5_MOUSE	0
TRINITY_DN4719_c0_g1_i2	sp|Q9HDW8|GLRX5_SCHPO	5.93e-37
TRINITY_DN4719_c0_g1_i1	sp|Q9HDW8|GLRX5_SCHPO	2.72e-35
TRINITY_DN4757_c0_g2_i1	sp|Q949P2|COPDA_ARATH	5.78e-107
TRINITY_DN4757_c0_g1_i2	sp|Q6PFM1|S20AB_DANRE	4.38e-70
TRINITY_DN4757_c0_g1_i2	sp|Q6PFM1|S20AB_DANRE	1.87e-65
TRINITY_DN4757_c0_g1_i2	sp|Q6PFM1|S20AB_DANRE	0.000724
TRINITY_DN4757_c0_g1_i2	sp|Q6PFM1|S20AB_DANRE	1.1
TRINITY_DN4779_c0_g1_i5	sp|P14381|YTX2_XENLA	4.53e-07
TRINITY_DN4779_c0_g1_i3	sp|P14381|YTX2_XENLA	2.14e-07
TRINITY_DN4770_c0_g1_i1	sp|Q8R3G1|PP1R8_MOUSE	2.02e-09
TRINITY_DN4716_c0_g1_i2	sp|Q9Y2G4|ANKR6_HUMAN	1.35e-19
TRINITY_DN4716_c0_g1_i2	sp|Q9Y2G4|ANKR6_HUMAN	6.58e-08
TRINITY_DN4716_c0_g1_i6	sp|Q9Y2G4|ANKR6_HUMAN	1.45e-19
TRINITY_DN4716_c0_g1_i6	sp|Q9Y2G4|ANKR6_HUMAN	6.97e-08
TRINITY_DN4716_c0_g1_i3	sp|Q9Y2G4|ANKR6_HUMAN	7.65e-20
TRINITY_DN4716_c0_g1_i3	sp|Q9Y2G4|ANKR6_HUMAN	4.32e-08
TRINITY_DN4716_c0_g1_i4	sp|Q9Y2G4|ANKR6_HUMAN	1.37e-19
TRINITY_DN4716_c0_g1_i4	sp|Q9Y2G4|ANKR6_HUMAN	6.66e-08
TRINITY_DN4705_c0_g2_i1	sp|P48375|FKB12_DROME	1.49e-50
TRINITY_DN4745_c0_g1_i3	sp|P57678|GEMI4_HUMAN	4.3
TRINITY_DN4745_c0_g1_i5	sp|P57678|GEMI4_HUMAN	3.4
TRINITY_DN4745_c0_g1_i9	sp|P57678|GEMI4_HUMAN	3.4
TRINITY_DN4745_c0_g1_i8	sp|P57678|GEMI4_HUMAN	3.7
TRINITY_DN4745_c0_g1_i4	sp|P57678|GEMI4_HUMAN	3.3
TRINITY_DN4745_c0_g1_i7	sp|P57678|GEMI4_HUMAN	2.8
TRINITY_DN4745_c0_g1_i2	sp|P57678|GEMI4_HUMAN	4
TRINITY_DN4745_c0_g1_i1	sp|P57678|GEMI4_HUMAN	3.9
TRINITY_DN4745_c3_g1_i3	sp|Q28EW0|TM87A_XENTR	1.52e-111
TRINITY_DN4745_c3_g1_i3	sp|Q28EW0|TM87A_XENTR	0.72
TRINITY_DN4745_c0_g2_i3	sp|Q84M95|PBL28_ARATH	3.23e-46
TRINITY_DN4745_c0_g2_i2	sp|Q84M95|PBL28_ARATH	2.39e-46
TRINITY_DN4745_c0_g2_i1	sp|Q84M95|PBL28_ARATH	3.63e-46
TRINITY_DN4711_c0_g1_i1	sp|Q9TRY0|FKBP4_BOVIN	2.01e-146
TRINITY_DN4711_c0_g1_i1	sp|Q9TRY0|FKBP4_BOVIN	8.09e-07
TRINITY_DN4711_c0_g1_i2	sp|Q9TRY0|FKBP4_BOVIN	7.35e-146
TRINITY_DN4711_c0_g1_i2	sp|Q9TRY0|FKBP4_BOVIN	6.5e-07
TRINITY_DN4711_c0_g2_i2	sp|Q5RES6|TPPC2_PONAB	4.66e-68
TRINITY_DN4733_c0_g1_i5	sp|P16559|TCMN_STRGA	0.35
TRINITY_DN4733_c0_g1_i4	sp|P16559|TCMN_STRGA	0.36
TRINITY_DN4733_c0_g1_i2	sp|P16559|TCMN_STRGA	0.34
TRINITY_DN4736_c0_g1_i2	sp|Q08DV6|ASB3_BOVIN	1.92e-25
TRINITY_DN4736_c0_g1_i2	sp|Q08DV6|ASB3_BOVIN	1.23e-09
TRINITY_DN4756_c0_g1_i3	sp|Q5SUF2|LC7L3_MOUSE	1.55e-21
TRINITY_DN4756_c0_g1_i5	sp|Q5SUF2|LC7L3_MOUSE	2.02e-21
TRINITY_DN4756_c0_g1_i1	sp|Q3SX41|LC7L3_BOVIN	1.35e-21
TRINITY_DN4756_c0_g1_i6	sp|Q3SX41|LC7L3_BOVIN	1.78e-21
TRINITY_DN4784_c0_g1_i9	sp|O55057|PDE6D_MOUSE	1.81e-52
TRINITY_DN4784_c0_g1_i4	sp|O55057|PDE6D_MOUSE	1.66e-52
TRINITY_DN4784_c0_g1_i2	sp|O55057|PDE6D_MOUSE	9.36e-54
TRINITY_DN4784_c0_g1_i1	sp|O55057|PDE6D_MOUSE	1.04e-53
TRINITY_DN4784_c0_g1_i8	sp|O55057|PDE6D_MOUSE	2.38e-53
TRINITY_DN4741_c0_g4_i1	sp|Q28H04|SUMO2_XENTR	1.55e-35
TRINITY_DN4741_c0_g5_i1	sp|P70627|FOLH1_RAT	3.79e-147
TRINITY_DN4771_c0_g1_i18	sp|Q5EAR5|TRPT1_DANRE	1.94e-45
TRINITY_DN4771_c0_g1_i5	sp|Q5EAR5|TRPT1_DANRE	2.05e-45
TRINITY_DN4771_c0_g1_i10	sp|Q5EAR5|TRPT1_DANRE	1.9e-45
TRINITY_DN4717_c1_g2_i1	sp|Q6Z9U7|MCES1_ORYSJ	2.47e-27
TRINITY_DN4717_c1_g2_i3	sp|Q6Z9U7|MCES1_ORYSJ	2.77e-27
TRINITY_DN4717_c1_g2_i2	sp|Q6Z9U7|MCES1_ORYSJ	2.62e-27
TRINITY_DN4717_c1_g2_i4	sp|Q6Z9U7|MCES1_ORYSJ	2.64e-27
TRINITY_DN4717_c1_g3_i1	sp|Q9ZJL8|CLPX_HELPJ	0.13
TRINITY_DN4717_c1_g3_i5	sp|B4S0H7|ARGB_ALTMD	1.7
TRINITY_DN4717_c1_g3_i8	sp|O74881|BTB1_SCHPO	0.68
TRINITY_DN4717_c1_g3_i6	sp|Q1QVW2|CLPX_CHRSD	1.23e-10
TRINITY_DN4717_c1_g1_i3	sp|Q921Y4|MFSD5_MOUSE	8.12e-47
TRINITY_DN4717_c1_g1_i1	sp|Q921Y4|MFSD5_MOUSE	9e-47
TRINITY_DN4717_c1_g1_i4	sp|Q921Y4|MFSD5_MOUSE	1.19e-46
TRINITY_DN4717_c1_g1_i2	sp|Q921Y4|MFSD5_MOUSE	1.06e-46
TRINITY_DN4717_c1_g1_i5	sp|Q921Y4|MFSD5_MOUSE	1.49e-46
TRINITY_DN4774_c0_g1_i1	sp|P51794|CLCN4_RAT	1.66e-60
TRINITY_DN4774_c0_g3_i2	sp|Q9SF37|MCM8_ARATH	8.12e-69
TRINITY_DN4774_c0_g2_i1	sp|P09417|DHPR_HUMAN	1.6e-54
TRINITY_DN28838_c0_g1_i1	sp|O74633|RPA2_NEUCR	7.27e-49
TRINITY_DN28838_c0_g2_i1	sp|Q9H9Y6|RPA2_HUMAN	0
TRINITY_DN28873_c0_g1_i1	sp|O62026|GCY29_CAEEL	1.05e-18
TRINITY_DN28818_c0_g1_i1	sp|Q63164|DYH1_RAT	6.71e-19
TRINITY_DN28890_c0_g2_i1	sp|Q69XK5|CESAB_ORYSJ	5
TRINITY_DN28890_c0_g2_i2	sp|Q69XK5|CESAB_ORYSJ	3.3
TRINITY_DN28839_c0_g1_i1	sp|O08648|M3K4_MOUSE	6.37e-30
TRINITY_DN28842_c0_g1_i1	sp|P80322|TNNC_BRALA	0.000605
TRINITY_DN28842_c0_g1_i1	sp|P80322|TNNC_BRALA	0.23
TRINITY_DN28842_c0_g1_i2	sp|P80322|TNNC_BRALA	0.000708
TRINITY_DN28842_c0_g1_i2	sp|P80322|TNNC_BRALA	0.26
TRINITY_DN28842_c0_g1_i3	sp|Q91482|PRVB1_SALSA	0.000625
TRINITY_DN28850_c0_g1_i1	sp|A3KGZ2|OGFD2_DANRE	2.13e-98
TRINITY_DN28857_c0_g1_i1	sp|P87144|SYTC_SCHPO	6.17e-31
TRINITY_DN28820_c0_g1_i1	sp|P12956|XRCC6_HUMAN	5.12e-29
TRINITY_DN28807_c0_g1_i1	sp|Q8VZ10|SOQ1_ARATH	3.19e-17
TRINITY_DN28807_c0_g1_i1	sp|Q8VZ10|SOQ1_ARATH	9.85e-17
TRINITY_DN28807_c0_g1_i1	sp|Q8VZ10|SOQ1_ARATH	3.88e-11
TRINITY_DN28807_c0_g1_i1	sp|Q8VZ10|SOQ1_ARATH	1.35e-10
TRINITY_DN54063_c0_g1_i1	sp|Q5FWF4|ZRAB3_HUMAN	1.14e-14
TRINITY_DN54025_c0_g1_i1	sp|B1Y1L9|GLPK_LEPCP	0.56
TRINITY_DN54036_c0_g1_i1	sp|Q8NCM8|DYHC2_HUMAN	6.5e-26
TRINITY_DN54033_c0_g1_i1	sp|Q8CFK2|TF3B_MOUSE	4.78e-60
TRINITY_DN54094_c0_g1_i1	sp|Q3UZ57|AXDN1_MOUSE	0.068
TRINITY_DN54037_c0_g1_i1	sp|Q6ZMW3|EMAL6_HUMAN	8.13e-08
TRINITY_DN54037_c0_g1_i1	sp|Q6ZMW3|EMAL6_HUMAN	3.56e-05
TRINITY_DN54037_c0_g1_i1	sp|Q6ZMW3|EMAL6_HUMAN	9.19e-05
TRINITY_DN54049_c0_g1_i1	sp|Q00871|CTRB1_LITVA	1.74e-56
TRINITY_DN19793_c0_g1_i1	sp|C3MDF9|MOBA_SINFN	0.06
TRINITY_DN19706_c0_g1_i2	sp|Q8N6S4|AN13C_HUMAN	6.51e-23
TRINITY_DN19706_c0_g1_i1	sp|Q8N6S4|AN13C_HUMAN	7.16e-23
TRINITY_DN19768_c0_g4_i1	sp|Q7ZVK3|SIR2_DANRE	3.95e-79
TRINITY_DN19756_c0_g2_i1	sp|Q88FS7|LFTR_PSEPK	0.01
TRINITY_DN19799_c0_g1_i2	sp|Q9ULJ7|ANR50_HUMAN	1.99e-15
TRINITY_DN19799_c0_g1_i2	sp|Q9ULJ7|ANR50_HUMAN	1.7e-11
TRINITY_DN19799_c0_g1_i2	sp|Q9ULJ7|ANR50_HUMAN	5.51e-08
TRINITY_DN19799_c0_g1_i2	sp|Q9ULJ7|ANR50_HUMAN	3.72e-07
TRINITY_DN19799_c0_g1_i2	sp|Q9ULJ7|ANR50_HUMAN	2.67e-05
TRINITY_DN19799_c0_g1_i2	sp|Q9ULJ7|ANR50_HUMAN	0.61
TRINITY_DN19799_c0_g1_i1	sp|Q9ULJ7|ANR50_HUMAN	2.58e-15
TRINITY_DN19799_c0_g1_i1	sp|Q9ULJ7|ANR50_HUMAN	3.76e-11
TRINITY_DN19799_c0_g1_i1	sp|Q9ULJ7|ANR50_HUMAN	4.05e-08
TRINITY_DN19799_c0_g1_i1	sp|Q9ULJ7|ANR50_HUMAN	4.66e-07
TRINITY_DN19799_c0_g1_i1	sp|Q9ULJ7|ANR50_HUMAN	3.58e-05
TRINITY_DN19799_c0_g1_i1	sp|Q9ULJ7|ANR50_HUMAN	0.6
TRINITY_DN19799_c0_g1_i3	sp|Q9ULJ7|ANR50_HUMAN	1.73e-15
TRINITY_DN19799_c0_g1_i3	sp|Q9ULJ7|ANR50_HUMAN	1.51e-11
TRINITY_DN19799_c0_g1_i3	sp|Q9ULJ7|ANR50_HUMAN	4.97e-08
TRINITY_DN19799_c0_g1_i3	sp|Q9ULJ7|ANR50_HUMAN	3.36e-07
TRINITY_DN19799_c0_g1_i3	sp|Q9ULJ7|ANR50_HUMAN	2.43e-05
TRINITY_DN19799_c0_g1_i3	sp|Q9ULJ7|ANR50_HUMAN	0.56
TRINITY_DN19712_c0_g3_i1	sp|Q9VUC6|Y2138_DROME	3.62e-175
TRINITY_DN19782_c2_g1_i5	sp|Q9VN95|ENOPH_DROME	5.2
TRINITY_DN19782_c2_g1_i2	sp|Q9VN95|ENOPH_DROME	5.1
TRINITY_DN19726_c1_g2_i1	sp|Q5U3N5|PPTC7_DANRE	1.98e-87
TRINITY_DN19726_c1_g2_i2	sp|Q5U3N5|PPTC7_DANRE	1.93e-87
TRINITY_DN19710_c0_g1_i1	sp|Q63632|S12A4_RAT	8.96e-45
TRINITY_DN19736_c0_g1_i2	sp|Q60809|CNOT7_MOUSE	6.67e-141
TRINITY_DN19716_c2_g1_i1	sp|Q8R3D1|TBC13_MOUSE	4.12e-77
TRINITY_DN19771_c0_g1_i1	sp|P0DL09|DRC1_CHLRE	2.64e-106
TRINITY_DN19798_c0_g1_i1	sp|H2QII6|RBP2_PANTR	0.012
TRINITY_DN19798_c0_g1_i1	sp|H2QII6|RBP2_PANTR	0.03
TRINITY_DN65_c0_g1_i4	sp|Q8WQ47|TBA_LEPDS	9.25e-70
TRINITY_DN65_c0_g1_i1	sp|Q8WQ47|TBA_LEPDS	7.97e-33
TRINITY_DN65_c0_g1_i5	sp|Q8WQ47|TBA_LEPDS	4.01e-33
TRINITY_DN65_c0_g1_i2	sp|Q8WQ47|TBA_LEPDS	7.93e-33
TRINITY_DN65_c0_g1_i3	sp|Q8WQ47|TBA_LEPDS	4.03e-33
TRINITY_DN65_c0_g2_i1	sp|Q8N9F8|ZN454_HUMAN	2.43e-29
TRINITY_DN65_c0_g2_i1	sp|Q8N9F8|ZN454_HUMAN	2.78e-24
TRINITY_DN65_c0_g2_i1	sp|Q8N9F8|ZN454_HUMAN	7.47e-11
TRINITY_DN65_c0_g2_i3	sp|Q8N9F8|ZN454_HUMAN	2.53e-29
TRINITY_DN65_c0_g2_i3	sp|Q8N9F8|ZN454_HUMAN	2.89e-24
TRINITY_DN65_c0_g2_i3	sp|Q8N9F8|ZN454_HUMAN	7.74e-11
TRINITY_DN65_c0_g2_i2	sp|Q8N9F8|ZN454_HUMAN	2.61e-29
TRINITY_DN65_c0_g2_i2	sp|Q8N9F8|ZN454_HUMAN	2.97e-24
TRINITY_DN65_c0_g2_i2	sp|Q8N9F8|ZN454_HUMAN	7.94e-11
TRINITY_DN65_c0_g2_i4	sp|Q8N9F8|ZN454_HUMAN	2.51e-29
TRINITY_DN65_c0_g2_i4	sp|Q8N9F8|ZN454_HUMAN	2.86e-24
TRINITY_DN65_c0_g2_i4	sp|Q8N9F8|ZN454_HUMAN	7.68e-11
TRINITY_DN57_c0_g1_i10	sp|Q501J6|DDX17_MOUSE	0
TRINITY_DN57_c0_g1_i10	sp|Q501J6|DDX17_MOUSE	2.29e-22
TRINITY_DN57_c0_g1_i12	sp|Q501J6|DDX17_MOUSE	0
TRINITY_DN57_c0_g1_i12	sp|Q501J6|DDX17_MOUSE	2.04e-22
TRINITY_DN57_c0_g1_i9	sp|Q501J6|DDX17_MOUSE	1.43e-145
TRINITY_DN57_c0_g1_i11	sp|Q501J6|DDX17_MOUSE	1.76e-109
TRINITY_DN57_c0_g1_i11	sp|Q501J6|DDX17_MOUSE	4.29e-23
TRINITY_DN57_c0_g1_i5	sp|Q501J6|DDX17_MOUSE	4.38e-108
TRINITY_DN57_c0_g1_i5	sp|Q501J6|DDX17_MOUSE	3.3e-24
TRINITY_DN57_c0_g1_i2	sp|Q501J6|DDX17_MOUSE	3.97e-148
TRINITY_DN57_c0_g1_i1	sp|Q5ZLV2|PPIL3_CHICK	2.17e-87
TRINITY_DN57_c0_g1_i3	sp|Q5ZLV2|PPIL3_CHICK	1.8e-83
TRINITY_DN71_c0_g1_i1	sp|P29341|PABP1_MOUSE	0
TRINITY_DN44_c0_g2_i1	sp|Q7T339|CHMP5_DANRE	1.87e-81
TRINITY_DN32_c0_g1_i6	sp|Q6GLM9|CSN5_XENLA	1.2e-169
TRINITY_DN32_c0_g1_i4	sp|Q6GLM9|CSN5_XENLA	1.14e-169
TRINITY_DN32_c0_g1_i1	sp|Q6GLM9|CSN5_XENLA	1.74e-172
TRINITY_DN32_c0_g1_i7	sp|Q6GLM9|CSN5_XENLA	9.38e-171
TRINITY_DN32_c0_g1_i5	sp|Q6GLM9|CSN5_XENLA	1.89e-172
TRINITY_DN32_c0_g1_i3	sp|Q6GLM9|CSN5_XENLA	1.74e-172
TRINITY_DN32_c0_g1_i2	sp|Q6GLM9|CSN5_XENLA	1.22e-169
TRINITY_DN89_c0_g2_i1	sp|P0A9Y9|CSPC_SALTY	3.45e-17
TRINITY_DN89_c0_g2_i4	sp|P0A9Y9|CSPC_SALTY	1.39e-19
TRINITY_DN89_c0_g2_i5	sp|P0A9Y9|CSPC_SALTY	2.39e-17
TRINITY_DN89_c0_g2_i6	sp|P0A9Y9|CSPC_SALTY	6.75e-17
TRINITY_DN89_c0_g2_i3	sp|P0A9Y9|CSPC_SALTY	3.48e-17
TRINITY_DN89_c0_g2_i7	sp|P0A9Y9|CSPC_SALTY	3.53e-17
TRINITY_DN89_c0_g2_i2	sp|P0A9Y9|CSPC_SALTY	3.55e-17
TRINITY_DN89_c0_g1_i7	sp|P0A9Y9|CSPC_SALTY	1.12e-20
TRINITY_DN89_c0_g1_i3	sp|P0A9Y9|CSPC_SALTY	3.27e-20
TRINITY_DN89_c0_g1_i8	sp|P0A9Y9|CSPC_SALTY	2.52e-20
TRINITY_DN89_c0_g1_i4	sp|P0A9Y9|CSPC_SALTY	1.65e-20
TRINITY_DN89_c0_g1_i2	sp|P0A9Y9|CSPC_SALTY	3.41e-20
