"Trinity_protein" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12"
"1" "TRINITY_DN21464_c0_g1_i1" "tr|A0A1Q9E613|A0A1Q9E613_SYMMI" 38.298 611 346 10 801 2570 567 1167 6.69e-116 382
"161" "TRINITY_DN28757_c0_g1_i1" "tr|A0A1Q9DM26|A0A1Q9DM26_SYMMI" 33.168 202 123 3 663 82 163 360 4.72e-30 115
"162" "TRINITY_DN28740_c0_g1_i3" "tr|A0A1Q9CYI9|A0A1Q9CYI9_SYMMI" 48.684 228 111 3 167 844 53 276 3.12e-52 177
"163" "TRINITY_DN28740_c0_g1_i2" "tr|A0A1Q9CYI9|A0A1Q9CYI9_SYMMI" 48.684 228 111 3 130 807 53 276 4.97e-53 177
"164" "TRINITY_DN28740_c0_g1_i4" "tr|A0A1Q9CYI9|A0A1Q9CYI9_SYMMI" 48.684 228 111 3 49 726 53 276 2.02e-52 177
"165" "TRINITY_DN28740_c0_g1_i14" "tr|A0A1Q9CYI9|A0A1Q9CYI9_SYMMI" 48.684 228 111 3 164 841 53 276 3.36e-52 177
"166" "TRINITY_DN28740_c0_g1_i9" "tr|A0A1Q9CYI9|A0A1Q9CYI9_SYMMI" 48.684 228 111 3 167 844 53 276 7e-53 177
"167" "TRINITY_DN28740_c0_g1_i13" "tr|A0A1Q9CYI9|A0A1Q9CYI9_SYMMI" 48.684 228 111 3 130 807 53 276 2.3e-52 177
"168" "TRINITY_DN28740_c0_g1_i10" "tr|A0A1Q9CYI9|A0A1Q9CYI9_SYMMI" 48.684 228 111 3 164 841 53 276 3.04e-52 177
"169" "TRINITY_DN28740_c0_g1_i11" "tr|A0A1Q9CYI9|A0A1Q9CYI9_SYMMI" 48.684 228 111 3 164 841 53 276 6.8e-53 177
"170" "TRINITY_DN28740_c0_g1_i8" "tr|A0A1Q9CYI9|A0A1Q9CYI9_SYMMI" 48.684 228 111 3 164 841 53 276 2.97e-52 177
"171" "TRINITY_DN12481_c0_g1_i13" "tr|A0A1Q9DS80|A0A1Q9DS80_SYMMI" 29.767 215 140 6 298 915 252 464 1.83e-23 103
"172" "TRINITY_DN12481_c0_g1_i8" "tr|A0A1Q9DS80|A0A1Q9DS80_SYMMI" 29.767 215 140 6 312 929 252 464 1.9e-23 103
"173" "TRINITY_DN12481_c0_g1_i12" "tr|A0A1Q9DS80|A0A1Q9DS80_SYMMI" 29.767 215 140 6 363 980 252 464 2.2e-23 103
"174" "TRINITY_DN12481_c0_g1_i5" "tr|A0A1Q9DS80|A0A1Q9DS80_SYMMI" 32.402 179 110 6 366 875 288 464 1.17e-22 101
"175" "TRINITY_DN12498_c0_g1_i4" "tr|A0A1Q9CZJ5|A0A1Q9CZJ5_SYMMI" 42.436 747 340 16 94 2175 3 712 1.57e-163 526
"176" "TRINITY_DN12498_c0_g1_i3" "tr|A0A1Q9CZJ5|A0A1Q9CZJ5_SYMMI" 42.436 747 340 16 94 2175 3 712 2.16e-162 526
"177" "TRINITY_DN12498_c0_g1_i2" "tr|A0A1Q9CZJ5|A0A1Q9CZJ5_SYMMI" 42.436 747 340 16 94 2175 3 712 4.45e-163 526
"178" "TRINITY_DN12449_c0_g1_i1" "tr|A0A1Q9E3P9|A0A1Q9E3P9_SYMMI" 44.8 125 69 0 1 375 635 759 2.11e-30 128
"179" "TRINITY_DN12449_c0_g1_i2" "tr|A0A1Q9E3P9|A0A1Q9E3P9_SYMMI" 37.5 216 126 2 3 647 593 800 3.32e-40 159
"180" "TRINITY_DN12449_c0_g1_i4" "tr|A0A1Q9E3P9|A0A1Q9E3P9_SYMMI" 37.5 216 126 2 3 647 593 800 6.12e-40 159
"181" "TRINITY_DN12449_c0_g3_i1" "tr|A0A1Q9E7B9|A0A1Q9E7B9_SYMMI" 52.113 142 66 2 1629 1204 462 601 6.84e-40 157
"182" "TRINITY_DN12443_c0_g1_i1" "tr|A0A1Q9C4U3|A0A1Q9C4U3_SYMMI" 29.842 888 560 22 2823 247 116 969 5.53e-107 363
"183" "TRINITY_DN12443_c0_g1_i2" "tr|A0A1Q9C4U3|A0A1Q9C4U3_SYMMI" 29.842 888 560 22 2823 247 116 969 5.32e-107 364
"184" "TRINITY_DN12496_c0_g1_i3" "tr|E8Z749|E8Z749_KARVE" 65.625 64 22 0 38 229 1 64 1.18e-23 92.4
"185" "TRINITY_DN12496_c0_g1_i1" "tr|E8Z749|E8Z749_KARVE" 65.625 64 22 0 38 229 1 64 8.71e-24 92.4
"186" "TRINITY_DN12455_c0_g1_i1" "tr|A0A1Q9D3J4|A0A1Q9D3J4_SYMMI" 32.857 280 154 9 169 921 304 578 1.54e-26 112
"187" "TRINITY_DN12455_c0_g1_i2" "tr|A0A1Q9D3J4|A0A1Q9D3J4_SYMMI" 32.857 280 154 9 186 938 304 578 1.68e-26 112
"188" "TRINITY_DN12403_c0_g1_i1" "tr|A0A1Q9D886|A0A1Q9D886_SYMMI" 59.429 525 203 4 110 1672 2266 2784 0 599
"189" "TRINITY_DN12475_c0_g1_i3" "tr|A0A1Q9D6M3|A0A1Q9D6M3_SYMMI" 36.64 988 466 27 45 2828 412 1299 1.13e-156 502
"190" "TRINITY_DN12475_c0_g1_i1" "tr|A0A1Q9D6M3|A0A1Q9D6M3_SYMMI" 36.64 988 466 27 45 2828 412 1299 1.96e-156 502
"191" "TRINITY_DN12475_c0_g1_i4" "tr|A0A1Q9D6M3|A0A1Q9D6M3_SYMMI" 36.64 988 466 27 45 2828 412 1299 1.23e-158 502
"192" "TRINITY_DN12477_c0_g1_i4" "tr|A0A1Q9CJA7|A0A1Q9CJA7_SYMMI" 51.323 189 86 3 61 618 1780 1965 8.97e-55 194
"193" "TRINITY_DN12477_c0_g1_i4" "tr|A0A1Q9CJA7|A0A1Q9CJA7_SYMMI" 55 100 36 1 40 312 2008 2107 1.19e-27 115
"194" "TRINITY_DN12477_c0_g1_i5" "tr|A0A1Q9CJA7|A0A1Q9CJA7_SYMMI" 51.323 189 86 3 61 618 1780 1965 2e-51 194
"195" "TRINITY_DN12477_c0_g1_i5" "tr|A0A1Q9CJA7|A0A1Q9CJA7_SYMMI" 55 100 36 1 40 312 2008 2107 7.34e-26 115
"196" "TRINITY_DN12477_c0_g1_i3" "tr|A0A1Q9CJA7|A0A1Q9CJA7_SYMMI" 51.323 189 86 3 61 618 1780 1965 1.01e-54 194
"197" "TRINITY_DN12477_c0_g1_i3" "tr|A0A1Q9CJA7|A0A1Q9CJA7_SYMMI" 55 100 36 1 40 312 2008 2107 1.29e-27 115
"198" "TRINITY_DN12477_c0_g1_i2" "tr|A0A1Q9CJA7|A0A1Q9CJA7_SYMMI" 51.323 189 86 3 61 618 1780 1965 3.09e-55 194
"199" "TRINITY_DN12477_c0_g1_i2" "tr|A0A1Q9CJA7|A0A1Q9CJA7_SYMMI" 55 100 36 1 40 312 2008 2107 5.42e-28 115
"200" "TRINITY_DN12447_c0_g1_i11" "tr|A0A1Q9D1I7|A0A1Q9D1I7_SYMMI" 25.843 356 192 12 423 1286 399 750 7.1e-16 83.2
"201" "TRINITY_DN12447_c0_g1_i13" "tr|A0A1Q9D1I7|A0A1Q9D1I7_SYMMI" 29.876 241 135 7 416 1039 511 750 7.22e-16 82
"202" "TRINITY_DN12447_c0_g1_i14" "tr|A0A1Q9D1I7|A0A1Q9D1I7_SYMMI" 25.843 356 192 12 680 1543 399 750 1.14e-15 82.8
"203" "TRINITY_DN12447_c0_g1_i1" "tr|A0A1Q9D1I7|A0A1Q9D1I7_SYMMI" 25.843 356 192 12 680 1543 399 750 1.57e-15 82.8
"204" "TRINITY_DN12447_c0_g1_i2" "tr|A0A1Q9D1I7|A0A1Q9D1I7_SYMMI" 25.843 356 192 12 423 1286 399 750 1.09e-15 83.2
"205" "TRINITY_DN12447_c0_g1_i10" "tr|A0A1Q9D1I7|A0A1Q9D1I7_SYMMI" 29.876 241 135 7 687 1310 511 750 1.29e-15 82.8
"206" "TRINITY_DN12447_c0_g1_i3" "tr|A0A1Q9D1I7|A0A1Q9D1I7_SYMMI" 25.843 356 192 12 680 1543 399 750 1.09e-15 82.8
"207" "TRINITY_DN12447_c0_g1_i7" "tr|A0A1Q9D1I7|A0A1Q9D1I7_SYMMI" 29.876 241 135 7 687 1310 511 750 8e-16 82.8
"208" "TRINITY_DN12447_c0_g1_i17" "tr|A0A1Q9D1I7|A0A1Q9D1I7_SYMMI" 29.876 241 135 7 687 1310 511 750 8.51e-16 82.8
"209" "TRINITY_DN12447_c0_g1_i6" "tr|A0A1Q9D1I7|A0A1Q9D1I7_SYMMI" 25.843 356 192 12 423 1286 399 750 6.65e-16 83.2
"210" "TRINITY_DN12447_c0_g1_i16" "tr|A0A1Q9D1I7|A0A1Q9D1I7_SYMMI" 29.876 241 135 7 416 1039 511 750 8.11e-16 82
"211" "TRINITY_DN12447_c0_g1_i18" "tr|A0A1Q9D1I7|A0A1Q9D1I7_SYMMI" 29.749 279 148 11 687 1394 200 473 5.39e-15 80.5
"212" "TRINITY_DN12447_c0_g1_i18" "tr|A0A1Q9D1I7|A0A1Q9D1I7_SYMMI" 27.907 258 145 8 687 1391 511 750 3.03e-13 74.7
"213" "TRINITY_DN12447_c0_g1_i19" "tr|A0A1Q9D1I7|A0A1Q9D1I7_SYMMI" 29.749 279 148 11 687 1394 200 473 5.68e-15 80.5
"214" "TRINITY_DN12447_c0_g1_i19" "tr|A0A1Q9D1I7|A0A1Q9D1I7_SYMMI" 27.907 258 145 8 687 1391 511 750 3.18e-13 74.7
"215" "TRINITY_DN12414_c0_g1_i1" "tr|A0A1Q9D9F5|A0A1Q9D9F5_SYMMI" 29.348 276 174 6 86 859 654 926 1.41e-25 115
"216" "TRINITY_DN12499_c0_g1_i1" "tr|A0A1Q9DW65|A0A1Q9DW65_SYMMI" 33.974 156 100 2 1085 627 258 413 9.54e-12 68.9
"217" "TRINITY_DN12499_c0_g1_i4" "tr|A0A1Q9DW65|A0A1Q9DW65_SYMMI" 33.974 156 100 2 1390 932 258 413 1.51e-11 68.9
"218" "TRINITY_DN12499_c0_g1_i2" "tr|A0A1Q9DW65|A0A1Q9DW65_SYMMI" 33.974 156 100 2 1372 914 258 413 1.48e-11 68.9
"219" "TRINITY_DN12485_c0_g1_i1" "tr|A0A1Q9DHH5|A0A1Q9DHH5_SYMMI" 50.215 233 100 2 1260 601 625 854 4.91e-71 248
"220" "TRINITY_DN12434_c0_g1_i1" "tr|A3E3L5|A3E3L5_PFIPI" 71.93 171 41 1 806 315 1 171 3.86e-77 236
"221" "TRINITY_DN12466_c0_g1_i1" "tr|A0A1Q9F3V4|A0A1Q9F3V4_SYMMI" 51.077 325 131 3 651 1568 1492 1807 8.79e-95 327
"222" "TRINITY_DN12466_c0_g1_i1" "tr|A0A1Q9F3V4|A0A1Q9F3V4_SYMMI" 58.571 70 24 2 405 605 1307 1374 8.68e-16 84
"223" "TRINITY_DN12466_c1_g3_i2" "tr|A0A1Q9E3I8|A0A1Q9E3I8_SYMMI" 32.418 182 118 2 1430 897 2 182 1.31e-23 102
"224" "TRINITY_DN12466_c1_g3_i3" "tr|A0A1Q9E3I8|A0A1Q9E3I8_SYMMI" 32.418 182 118 2 1272 739 2 182 9.22e-24 102
"225" "TRINITY_DN12466_c1_g3_i1" "tr|A0A1Q9E3I8|A0A1Q9E3I8_SYMMI" 32.418 182 118 2 1496 963 2 182 1.46e-23 102
"226" "TRINITY_DN12453_c2_g3_i1" "tr|A0A1Q9CYJ6|A0A1Q9CYJ6_SYMMI" 49.145 234 115 3 1953 1255 3 233 3.3e-62 222
"227" "TRINITY_DN12453_c2_g3_i1" "tr|A0A1Q9CYJ6|A0A1Q9CYJ6_SYMMI" 63.566 129 46 1 1002 619 332 460 7.4e-52 192
"228" "TRINITY_DN12489_c0_g1_i7" "tr|A7YXW6|A7YXW6_KARVE" 26.347 167 117 2 1117 617 1 161 7.21e-11 62.4
"229" "TRINITY_DN12489_c0_g1_i5" "tr|A7YXW6|A7YXW6_KARVE" 26.347 167 117 2 1408 908 1 161 8.4e-11 62.4
"230" "TRINITY_DN12474_c0_g2_i3" "tr|A0A1Q9E4E2|A0A1Q9E4E2_SYMMI" 29.231 195 123 4 4 573 597 781 4.1e-11 68.2
"231" "TRINITY_DN12474_c0_g2_i4" "tr|A0A1Q9E4E2|A0A1Q9E4E2_SYMMI" 29.231 195 123 4 4 573 597 781 4.38e-11 68.2
"232" "TRINITY_DN12437_c0_g1_i2" "tr|A0A1Q9D2A0|A0A1Q9D2A0_SYMMI" 45.673 208 98 7 2210 1617 27 229 3.18e-45 163
"233" "TRINITY_DN12437_c0_g1_i1" "tr|A0A1Q9D2A0|A0A1Q9D2A0_SYMMI" 45.673 208 98 7 2087 1494 27 229 2.49e-45 163
"234" "TRINITY_DN12437_c0_g1_i3" "tr|A0A1Q9D2A0|A0A1Q9D2A0_SYMMI" 45.673 208 98 7 2129 1536 27 229 2.73e-45 163
"235" "TRINITY_DN12448_c0_g2_i2" "tr|A0A1Q9C7M3|A0A1Q9C7M3_SYMMI" 35.484 186 118 2 1206 1760 425 609 1.98e-37 120
"236" "TRINITY_DN12448_c0_g2_i2" "tr|A0A1Q9C7M3|A0A1Q9C7M3_SYMMI" 22.801 307 203 7 259 1167 117 393 1.98e-37 57
"237" "TRINITY_DN12448_c0_g2_i1" "tr|A0A1Q9C7M3|A0A1Q9C7M3_SYMMI" 26.966 534 349 11 262 1848 118 615 4.42e-45 172
"238" "TRINITY_DN12445_c0_g1_i1" "tr|A0A1Q9DTQ0|A0A1Q9DTQ0_SYMMI" 38.509 161 97 1 625 149 3 163 5.71e-37 131
"239" "TRINITY_DN12436_c0_g2_i1" "tr|A0A1Q9EV99|A0A1Q9EV99_SYMMI" 26.57 414 280 10 2223 997 1890 2284 2.74e-25 115
"240" "TRINITY_DN12436_c0_g2_i3" "tr|A0A1Q9EV99|A0A1Q9EV99_SYMMI" 26.57 414 280 10 2223 997 1890 2284 2.69e-25 115
"241" "TRINITY_DN12436_c0_g2_i2" "tr|A0A1Q9EV99|A0A1Q9EV99_SYMMI" 26.57 414 280 10 2223 997 1890 2284 2.19e-25 115
"242" "TRINITY_DN12461_c0_g1_i2" "tr|A0A1Q9CE26|A0A1Q9CE26_SYMMI" 39.759 166 79 2 1292 804 342 489 1.82e-30 129
"243" "TRINITY_DN12461_c0_g1_i1" "tr|A0A1Q9CE26|A0A1Q9CE26_SYMMI" 39.759 166 79 2 1231 743 342 489 1.54e-30 129
"244" "TRINITY_DN12461_c0_g1_i3" "tr|A0A1Q9CE26|A0A1Q9CE26_SYMMI" 39.759 166 79 2 1054 566 342 489 8.45e-31 129
"245" "TRINITY_DN12492_c0_g1_i2" "tr|A8I1N8|A8I1N8_HETTR" 36.269 386 201 11 1896 748 46 389 2.66e-60 207
"246" "TRINITY_DN12492_c0_g1_i4" "tr|A8I1N8|A8I1N8_HETTR" 36.269 386 201 11 1951 803 46 389 3.63e-60 207
"247" "TRINITY_DN12419_c0_g1_i1" "tr|A0A1Q9C9W3|A0A1Q9C9W3_SYMMI" 45.525 257 127 5 817 83 784 1039 1.9e-74 248
"248" "TRINITY_DN12462_c0_g1_i1" "tr|A0A1Q9F5J0|A0A1Q9F5J0_SYMMI" 39.316 117 68 3 1330 983 328 442 6.6e-17 87
"249" "TRINITY_DN12462_c0_g1_i6" "tr|A0A1Q9F5J0|A0A1Q9F5J0_SYMMI" 39.316 117 68 3 1803 1456 328 442 8.29e-17 87
"250" "TRINITY_DN12462_c0_g1_i7" "tr|A0A1Q9F5J0|A0A1Q9F5J0_SYMMI" 39.316 117 68 3 1835 1488 328 442 8.4e-17 87
"251" "TRINITY_DN12495_c0_g1_i1" "tr|A0A1Q9EVS0|A0A1Q9EVS0_SYMMI" 40.816 294 142 10 214 1050 1011 1287 6.43e-50 191
"252" "TRINITY_DN12495_c0_g1_i3" "tr|A0A1Q9EVS0|A0A1Q9EVS0_SYMMI" 40.816 294 142 10 214 1050 1011 1287 6.43e-50 191
"253" "TRINITY_DN12495_c0_g1_i5" "tr|A0A1Q9EVS0|A0A1Q9EVS0_SYMMI" 40.816 294 142 10 214 1050 1011 1287 1.14e-49 191
"254" "TRINITY_DN12495_c0_g1_i2" "tr|A0A1Q9EVS0|A0A1Q9EVS0_SYMMI" 40.816 294 142 10 214 1050 1011 1287 9.98e-50 191
"255" "TRINITY_DN12444_c0_g1_i1" "tr|A0A1Q9DQN6|A0A1Q9DQN6_SYMMI" 37.168 226 117 7 1080 457 914 1132 8.87e-36 149
"256" "TRINITY_DN12413_c0_g4_i1" "tr|A0A1Q9D0A7|A0A1Q9D0A7_SYMMI" 46.386 830 357 13 2545 164 972 1749 0 672
"257" "TRINITY_DN12497_c0_g1_i1" "tr|Q0R0F3|Q0R0F3_9DINO" 33.038 339 181 9 110 994 1 337 1.15e-42 155
"258" "TRINITY_DN12497_c0_g1_i3" "tr|Q0R0F3|Q0R0F3_9DINO" 33.038 339 181 9 110 994 1 337 4.34e-43 155
"259" "TRINITY_DN12497_c0_g1_i4" "tr|Q0R0F3|Q0R0F3_9DINO" 36 175 108 3 592 1104 163 337 4.64e-28 115
"260" "TRINITY_DN12497_c0_g1_i4" "tr|Q0R0F3|Q0R0F3_9DINO" 53.425 73 32 1 110 328 1 71 5e-11 65.1
"261" "TRINITY_DN12494_c0_g1_i1" "tr|A0A1Q9CAW1|A0A1Q9CAW1_SYMMI" 28.252 492 264 18 552 1940 137 568 6.47e-42 166
"262" "TRINITY_DN12494_c0_g1_i1" "tr|A0A1Q9CAW1|A0A1Q9CAW1_SYMMI" 34.615 260 144 9 1206 1943 1 248 5.3e-30 129
"263" "TRINITY_DN12446_c0_g2_i2" "tr|A0A1Q9E8D1|A0A1Q9E8D1_SYMMI" 30.769 208 129 3 1246 629 37 231 3.18e-17 83.6
"264" "TRINITY_DN12446_c0_g1_i1" "tr|A0A1Q9E8C4|A0A1Q9E8C4_SYMMI" 35.065 77 50 0 294 64 268 344 4.8e-12 61.6
"265" "TRINITY_DN4725_c0_g1_i8" "tr|A0A1Q9D0F6|A0A1Q9D0F6_SYMMI" 49.135 289 139 3 1219 359 32 314 7.96e-93 283
"266" "TRINITY_DN4725_c0_g1_i10" "tr|A0A1Q9D0F6|A0A1Q9D0F6_SYMMI" 49.135 289 139 3 1107 247 32 314 2.37e-93 283
"267" "TRINITY_DN4795_c0_g1_i1" "tr|A0A1Q9DPR6|A0A1Q9DPR6_SYMMI" 38.814 590 324 13 263 1960 179 755 1.97e-114 368
"268" "TRINITY_DN4715_c0_g1_i6" "tr|A0A1Q9CDD1|A0A1Q9CDD1_SYMMI" 32.661 248 123 5 85 708 9 252 4.22e-35 134
"269" "TRINITY_DN4715_c0_g1_i3" "tr|A0A1Q9CDD1|A0A1Q9CDD1_SYMMI" 32.661 248 123 5 85 708 9 252 3.64e-35 134
"270" "TRINITY_DN4715_c0_g1_i5" "tr|A0A1Q9CDD1|A0A1Q9CDD1_SYMMI" 32.661 248 123 5 85 708 9 252 9.05e-37 134
"271" "TRINITY_DN4715_c0_g1_i9" "tr|A0A1Q9CDD1|A0A1Q9CDD1_SYMMI" 32.661 248 123 5 85 708 9 252 1.73e-35 134
"272" "TRINITY_DN4715_c0_g1_i2" "tr|A0A1Q9CDD1|A0A1Q9CDD1_SYMMI" 32.661 248 123 5 85 708 9 252 4.26e-35 134
"273" "TRINITY_DN4775_c0_g2_i1" "tr|A0A1Q9DGC3|A0A1Q9DGC3_SYMMI" 59.259 135 52 1 403 8 41 175 8.94e-53 170
"274" "TRINITY_DN4775_c0_g1_i7" "tr|A0A1Q9DGC3|A0A1Q9DGC3_SYMMI" 75.214 117 27 1 29 373 179 295 2.57e-57 188
"275" "TRINITY_DN4775_c0_g1_i6" "tr|A0A1Q9DGC3|A0A1Q9DGC3_SYMMI" 75.214 117 27 1 29 373 179 295 3.34e-59 188
"276" "TRINITY_DN4775_c0_g1_i2" "tr|A0A1Q9DGC3|A0A1Q9DGC3_SYMMI" 75.214 117 27 1 29 373 179 295 3.35e-57 188
"277" "TRINITY_DN4775_c0_g1_i9" "tr|A0A1Q9DGC3|A0A1Q9DGC3_SYMMI" 75.214 117 27 1 29 373 179 295 2.34e-58 188
"278" "TRINITY_DN4775_c0_g1_i10" "tr|A0A1Q9DGC3|A0A1Q9DGC3_SYMMI" 75.214 117 27 1 29 373 179 295 6.29e-57 188
"279" "TRINITY_DN4791_c0_g1_i3" "tr|A0A1Q9CCF8|A0A1Q9CCF8_SYMMI" 71.523 151 40 1 35 478 1 151 1.03e-73 222
"280" "TRINITY_DN4791_c0_g1_i5" "tr|A0A1Q9CCF8|A0A1Q9CCF8_SYMMI" 71.523 151 40 1 35 478 1 151 1.07e-72 222
"281" "TRINITY_DN4791_c0_g1_i2" "tr|A0A1Q9CCF8|A0A1Q9CCF8_SYMMI" 71.523 151 40 1 35 478 1 151 8.95e-74 222
"282" "TRINITY_DN4791_c0_g1_i4" "tr|A0A1Q9CCF8|A0A1Q9CCF8_SYMMI" 71.523 151 40 1 35 478 1 151 1.19e-73 222
"283" "TRINITY_DN4791_c0_g1_i1" "tr|A0A1Q9CCF8|A0A1Q9CCF8_SYMMI" 71.523 151 40 1 35 478 1 151 5.15e-72 222
"284" "TRINITY_DN4749_c0_g1_i13" "tr|A0A1Q9CNK6|A0A1Q9CNK6_SYMMI" 25.577 563 340 19 2459 837 1005 1510 4.35e-37 157
"285" "TRINITY_DN4749_c0_g1_i8" "tr|A0A1Q9CNK6|A0A1Q9CNK6_SYMMI" 25.577 563 340 19 2459 837 1005 1510 9.11e-38 157
"286" "TRINITY_DN4749_c0_g1_i10" "tr|A0A1Q9CNK6|A0A1Q9CNK6_SYMMI" 25.577 563 340 19 2459 837 1005 1510 9.26e-38 157
"287" "TRINITY_DN4749_c0_g1_i11" "tr|A0A1Q9CNK6|A0A1Q9CNK6_SYMMI" 25.577 563 340 19 2459 837 1005 1510 9.1e-38 157
"288" "TRINITY_DN4749_c0_g1_i2" "tr|A0A1Q9CNK6|A0A1Q9CNK6_SYMMI" 25.577 563 340 19 2459 837 1005 1510 4.17e-37 157
"289" "TRINITY_DN4749_c0_g1_i12" "tr|A0A1Q9CNK6|A0A1Q9CNK6_SYMMI" 25.577 563 340 19 2459 837 1005 1510 4.34e-37 157
"290" "TRINITY_DN4749_c0_g1_i15" "tr|A0A1Q9CNK6|A0A1Q9CNK6_SYMMI" 25.577 563 340 19 2459 837 1005 1510 1.14e-37 157
"291" "TRINITY_DN4749_c0_g1_i16" "tr|A0A1Q9CNK6|A0A1Q9CNK6_SYMMI" 25.577 563 340 19 2459 837 1005 1510 1.12e-37 157
"292" "TRINITY_DN4749_c0_g1_i7" "tr|A0A1Q9CNK6|A0A1Q9CNK6_SYMMI" 25.577 563 340 19 2459 837 1005 1510 4.18e-37 157
"293" "TRINITY_DN4718_c0_g1_i1" "tr|A0A1Q9EUQ0|A0A1Q9EUQ0_SYMMI" 40.58 138 69 4 418 825 99 225 2.15e-20 92.8
"294" "TRINITY_DN4718_c0_g1_i2" "tr|A0A1Q9EUQ0|A0A1Q9EUQ0_SYMMI" 40.58 138 69 4 418 825 99 225 1.88e-20 92.8
"295" "TRINITY_DN4718_c0_g1_i3" "tr|A0A1Q9EUQ0|A0A1Q9EUQ0_SYMMI" 40.58 138 69 4 418 825 99 225 2.33e-20 92.8
"296" "TRINITY_DN4727_c0_g2_i3" "tr|A0A1Q9CSS4|A0A1Q9CSS4_SYMMI" 56.647 173 66 3 96 587 50 222 9.65e-53 176
"297" "TRINITY_DN4727_c0_g2_i1" "tr|A0A1Q9CSS4|A0A1Q9CSS4_SYMMI" 56.647 173 66 3 96 587 50 222 8.69e-53 176
"298" "TRINITY_DN4724_c0_g1_i1" "tr|A0A1Q9CRW4|A0A1Q9CRW4_SYMMI" 41.27 189 104 4 139 693 311 496 7.39e-28 115
"299" "TRINITY_DN4724_c0_g1_i4" "tr|A0A1Q9CRW4|A0A1Q9CRW4_SYMMI" 41.27 189 104 4 139 693 311 496 1.41e-27 115
"300" "TRINITY_DN4724_c0_g1_i3" "tr|A0A1Q9CRW4|A0A1Q9CRW4_SYMMI" 41.27 189 104 4 139 693 311 496 1.2e-27 115
"301" "TRINITY_DN4724_c0_g1_i2" "tr|A0A1Q9CRW4|A0A1Q9CRW4_SYMMI" 41.27 189 104 4 139 693 311 496 2.01e-28 115
"302" "TRINITY_DN4776_c0_g1_i2" "tr|A0A1Q9DK56|A0A1Q9DK56_SYMMI" 32.937 252 142 9 302 1036 149 380 1.8e-23 108
"303" "TRINITY_DN4776_c0_g1_i5" "tr|A0A1Q9DK56|A0A1Q9DK56_SYMMI" 32.937 252 142 9 302 1036 149 380 1.76e-23 108
"304" "TRINITY_DN4776_c0_g1_i3" "tr|A0A1Q9DK56|A0A1Q9DK56_SYMMI" 32.937 252 142 9 302 1036 149 380 1.33e-23 108
"305" "TRINITY_DN4776_c0_g1_i6" "tr|A0A1Q9DK56|A0A1Q9DK56_SYMMI" 32.937 252 142 9 302 1036 149 380 1.69e-23 108
"306" "TRINITY_DN4776_c0_g1_i4" "tr|A0A1Q9DK56|A0A1Q9DK56_SYMMI" 32.937 252 142 9 302 1036 149 380 1.72e-23 108
"307" "TRINITY_DN4762_c0_g1_i1" "tr|A0A1Q9EYP7|A0A1Q9EYP7_SYMMI" 35.968 253 148 4 254 979 347 596 1.12e-37 145
"308" "TRINITY_DN4781_c0_g1_i1" "tr|B4XPB9|B4XPB9_KARVE" 32.973 185 116 3 304 837 9 192 1.19e-24 104
"309" "TRINITY_DN4781_c0_g1_i6" "tr|B4XPB9|B4XPB9_KARVE" 33.929 168 109 2 231 731 9 175 9.42e-25 104
"310" "TRINITY_DN4759_c0_g2_i1" "tr|A0A1Q9CUB6|A0A1Q9CUB6_SYMMI" 29.204 226 127 6 3807 3160 32 234 1.88e-23 108
"311" "TRINITY_DN4748_c0_g1_i10" "tr|A0A1Q9C390|A0A1Q9C390_SYMMI" 48.252 143 74 0 126 554 417 559 1.36e-17 87.8
"312" "TRINITY_DN4748_c0_g1_i4" "tr|A0A1Q9C390|A0A1Q9C390_SYMMI" 48.252 143 74 0 126 554 417 559 1.23e-17 87.8
"313" "TRINITY_DN4748_c0_g1_i6" "tr|A0A1Q9C390|A0A1Q9C390_SYMMI" 48.252 143 74 0 126 554 417 559 1.09e-17 87.8
"314" "TRINITY_DN4748_c0_g1_i16" "tr|A0A1Q9C390|A0A1Q9C390_SYMMI" 48.252 143 74 0 126 554 417 559 2.03e-17 87.8
"315" "TRINITY_DN4748_c0_g1_i2" "tr|A0A1Q9C390|A0A1Q9C390_SYMMI" 48.252 143 74 0 126 554 417 559 1.28e-17 87.8
"316" "TRINITY_DN4748_c0_g1_i3" "tr|A0A1Q9C390|A0A1Q9C390_SYMMI" 48.252 143 74 0 126 554 417 559 1.26e-17 87.8
"317" "TRINITY_DN4748_c0_g1_i14" "tr|A0A1Q9C390|A0A1Q9C390_SYMMI" 48.252 143 74 0 126 554 417 559 1.22e-17 87.8
"318" "TRINITY_DN4748_c0_g1_i11" "tr|A0A1Q9C390|A0A1Q9C390_SYMMI" 48.252 143 74 0 126 554 417 559 1.15e-17 87.8
"319" "TRINITY_DN4761_c0_g1_i6" "tr|A0A1Q9CSY9|A0A1Q9CSY9_SYMMI" 35.542 166 97 4 2451 1969 791 951 7.37e-17 87.8
"320" "TRINITY_DN4761_c0_g1_i6" "tr|A0A1Q9CSY9|A0A1Q9CSY9_SYMMI" 38.235 136 80 2 2475 2068 823 954 2.63e-16 86.3
"321" "TRINITY_DN4761_c0_g1_i6" "tr|A0A1Q9CSY9|A0A1Q9CSY9_SYMMI" 41.176 119 60 3 2265 1909 823 931 1.1e-14 80.9
