target_id,up_ID,evalue
TRINITY_DN30057_c0_g1_i1,sp|Q641I1|F135B_XENLA,4.19E-25
TRINITY_DN3170_c0_g1_i5,sp|Q92890|UFD1_HUMAN,1.77E-76
TRINITY_DN24481_c0_g1_i1,sp|Q9ZS91|MSRB5_ARATH,2.79E-36
TRINITY_DN15077_c0_g1_i4,sp|Q8CHB8|TTLL5_MOUSE,6.51E-60
TRINITY_DN4745_c0_g2_i1,sp|C0LGD7|Y1684_ARATH,4.24E-45
TRINITY_DN32720_c0_g1_i2,sp|Q7ZXX2|KIF19_XENLA,1.90E-126
TRINITY_DN6349_c0_g1_i2,sp|Q483Q8|DEOD_COLP3,9.01E-89
TRINITY_DN5835_c0_g1_i4,sp|Q03498|VATA_PLAFA,0
TRINITY_DN13181_c2_g1_i2,sp|P95648|CBBX_RHOSH,2.76E-30
TRINITY_DN6934_c0_g1_i3,sp|Q39613|CYPH_CATRO,7.79E-85
TRINITY_DN14970_c0_g1_i7,sp|C3LSV6|NCPP_VIBCM,3.53E-29
TRINITY_DN3103_c0_g1_i5,sp|Q9NVG8|TBC13_HUMAN,5.15E-27
TRINITY_DN5897_c0_g1_i2,sp|Q8Z3L5|ALX_SALTI,2.28E-35
TRINITY_DN8261_c0_g1_i2,sp|Q5BK48|TTC5_RAT,9.63E-34
TRINITY_DN9286_c0_g1_i2,sp|Q8IV36|HID1_HUMAN,2.07E-114
TRINITY_DN11229_c0_g1_i1,sp|Q5U508|TBCE_XENLA,4.83E-32
TRINITY_DN24751_c0_g2_i2,sp|Q4R4P3|CYBP_MACFA,7.87E-23
TRINITY_DN7733_c0_g2_i3,sp|Q9KVD5|PYRE_VIBCH,1.28E-76
TRINITY_DN1784_c1_g2_i4,sp|B3EWZ3|CADN_ACRMI,9.94E-30
TRINITY_DN11033_c0_g1_i4,sp|Q6Z358|C3H49_ORYSJ,3.32E-108
TRINITY_DN13877_c0_g1_i1,sp|Q9ZPW2|APC10_ARATH,1.81E-52
TRINITY_DN4756_c0_g1_i3,sp|Q5SUF2|LC7L3_MOUSE,1.54E-21
TRINITY_DN26601_c0_g1_i2,sp|Q8YTC2|Y2800_NOSS1,3.94E-23
TRINITY_DN10656_c0_g1_i9,sp|Q9P2J5|SYLC_HUMAN,0
TRINITY_DN10659_c2_g1_i4,sp|Q9U5L1|SRPRA_DROME,1.98E-113
TRINITY_DN19530_c0_g1_i9,sp|Q6U7I1|UBP7_CHICK,4.02E-82
TRINITY_DN20771_c0_g2_i1,sp|Q9URU2|DNA2_SCHPO,4.33E-68
TRINITY_DN12571_c0_g1_i1,sp|Q28BZ1|RBM8A_XENTR,1.47E-27
TRINITY_DN14031_c0_g1_i6,sp|Q88PP0|HMP_PSEPK,3.40E-51
TRINITY_DN28505_c0_g2_i4,sp|Q7XWK5|SAG39_ORYSJ,1.56E-48
TRINITY_DN5229_c0_g1_i1,sp|Q05746|HSP70_PLACB,0
TRINITY_DN19771_c0_g1_i1,sp|P0DL09|DRC1_CHLRE,3.15E-93
TRINITY_DN8563_c0_g1_i2,sp|P26991|ARF_GIAIN,9.66E-26
TRINITY_DN9808_c0_g2_i5,sp|Q8C7U7|GALT6_MOUSE,1.26E-85
TRINITY_DN34945_c0_g1_i4,sp|Q5BCC5|CAN_EMENI,3.33E-54
TRINITY_DN4099_c0_g1_i7,sp|P51817|PRKX_HUMAN,6.40E-105
TRINITY_DN6745_c0_g1_i7,sp|Q1JQC1|MFSD1_BOVIN,6.34E-33
TRINITY_DN5927_c0_g1_i4,sp|O82201|AP4S_ARATH,8.98E-69
TRINITY_DN13840_c0_g2_i3,sp|Q7SBC6|DBP2_NEUCR,0
TRINITY_DN20863_c0_g1_i2,sp|Q8BKC5|IPO5_MOUSE,8.55E-22
TRINITY_DN20910_c0_g1_i3,sp|Q16720|AT2B3_HUMAN,0
TRINITY_DN24783_c0_g1_i1,sp|P51954|NEK1_MOUSE,2.49E-32
TRINITY_DN13163_c0_g2_i1,sp|Q9Y2V7|COG6_HUMAN,3.76E-77
TRINITY_DN55784_c0_g1_i1,sp|Q6N063|OGFD2_HUMAN,6.97E-39
TRINITY_DN56363_c0_g1_i1,sp|Q9LYU8|AK1_ARATH,1.16E-64
TRINITY_DN5932_c0_g1_i5,sp|C3LRL2|MSRA_VIBCM,4.55E-55
TRINITY_DN8757_c0_g1_i1,sp|Q2KJ44|PTPA_BOVIN,2.12E-59
TRINITY_DN3535_c0_g2_i1,sp|Q5PP70|NTM1_ARATH,9.21E-60
TRINITY_DN4261_c0_g1_i9,sp|Q43362|VATL_CHRCT,6.73E-58
TRINITY_DN15601_c0_g1_i2,sp|Q6ZN66|GBP6_HUMAN,1.41E-25
TRINITY_DN2936_c0_g1_i3,sp|O24466|RAE1A_ARATH,3.17E-62
TRINITY_DN400_c0_g1_i1,sp|Q4P0I7|SAR1_USTMA,1.23E-76
TRINITY_DN18156_c0_g2_i11,sp|Q6PI78|TMM65_HUMAN,1.59E-24
TRINITY_DN10040_c0_g1_i28,sp|O82233|IF4G2_ARATH,6.43E-25
TRINITY_DN55773_c0_g1_i1,sp|Q54QB1|ERK2_DICDI,7.93E-108
TRINITY_DN12502_c0_g1_i1,sp|Q96RW7|HMCN1_HUMAN,1.49E-29
TRINITY_DN2066_c0_g3_i2,sp|Q8C1A5|THOP1_MOUSE,0
TRINITY_DN1150_c0_g1_i8,sp|Q6TU48|MAOX_DICDI,7.94E-164
TRINITY_DN6878_c0_g1_i1,sp|Q9ZUP4|CKL5_ARATH,9.78E-48
TRINITY_DN9978_c0_g1_i1,sp|P0A962|ASPG1_ECOLI,1.27E-84
TRINITY_DN12448_c0_g2_i1,sp|O31826|YNGI_BACSU,7.81E-154
TRINITY_DN11132_c0_g2_i2,sp|P49366|DHYS_HUMAN,2.24E-159
TRINITY_DN6728_c0_g1_i2,sp|Q5RCP3|LSM8_PONAB,3.29E-32
TRINITY_DN22317_c0_g1_i1,sp|Q6IUY1|RHBL3_TOXGO,4.70E-32
TRINITY_DN5619_c0_g1_i9,sp|P40761|YUXK_BACSU,2.45E-22
TRINITY_DN18598_c1_g2_i1,sp|Q5H879|COMT_HORSE,9.86E-34
TRINITY_DN2866_c0_g1_i2,sp|P0CO04|H3_CRYNJ,1.99E-29
TRINITY_DN14953_c1_g2_i1,sp|Q803I2|ERGI3_DANRE,2.10E-44
TRINITY_DN2346_c0_g1_i4,sp|O77404|TYPX_TRYBB,3.37E-35
TRINITY_DN3731_c0_g1_i11,sp|B9A1H3|TRXR1_EMIHU,4.57E-144
TRINITY_DN1148_c0_g1_i2,sp|Q9S9Z8|14311_ARATH,1.16E-108
TRINITY_DN2597_c0_g1_i4,sp|Q9UKK9|NUDT5_HUMAN,3.36E-39
TRINITY_DN21949_c0_g2_i3,sp|Q5XHF8|VIP2_XENLA,2.66E-72
TRINITY_DN7993_c0_g4_i2,sp|P38361|PHO89_YEAST,5.25E-39
TRINITY_DN8022_c0_g1_i5,sp|Q8ICR0|CDPK2_PLAF7,4.07E-40
TRINITY_DN9490_c0_g1_i4,sp|P45857|ACDB_BACSU,4.45E-41
TRINITY_DN11534_c0_g1_i1,sp|Q96MR6|CFA57_HUMAN,4.35E-84
TRINITY_DN16534_c0_g2_i1,sp|Q9FKS4|ATR_ARATH,1.17E-82
TRINITY_DN5192_c0_g1_i2,sp|P38861|NMD3_YEAST,7.46E-59
TRINITY_DN764_c0_g1_i5,sp|Q17770|PDI2_CAEEL,1.40E-59
TRINITY_DN14927_c0_g1_i7,sp|P00565|KCRM_CHICK,3.10E-88
TRINITY_DN20888_c0_g1_i1,sp|Q9GYZ0|KIF15_STRPU,2.51E-43
TRINITY_DN30320_c0_g1_i5,sp|Q8K339|KIN17_MOUSE,1.52E-91
TRINITY_DN12449_c0_g3_i1,sp|Q8IZU2|WDR17_HUMAN,2.96E-85
TRINITY_DN689_c0_g1_i1,sp|O82528|RL15_PETHY,1.52E-77
TRINITY_DN3761_c1_g1_i2,sp|P40228|CSK2B_ARATH,2.84E-77
TRINITY_DN2666_c0_g1_i3,sp|Q10NQ9|IF4E3_ORYSJ,1.28E-26
TRINITY_DN2796_c0_g1_i1,sp|Q184M8|PIP_PEPD6,1.36E-33
TRINITY_DN4715_c0_g1_i2,sp|Q8EPV1|NADD_OCEIH,1.34E-24
TRINITY_DN8261_c0_g1_i4,sp|Q5BK48|TTC5_RAT,2.00E-33
TRINITY_DN11929_c0_g1_i2,sp|Q28I85|POC1A_XENTR,5.65E-91
TRINITY_DN12672_c0_g1_i4,sp|Q5FW48|ASPD_XENTR,1.42E-64
TRINITY_DN7234_c0_g1_i3,sp|Q80YX1|TENA_MOUSE,3.07E-25
TRINITY_DN12695_c0_g2_i7,sp|Q9U6A0|NCKX_DROME,2.59E-48
TRINITY_DN5214_c0_g1_i15,sp|Q2KIW9|KCY_BOVIN,6.07E-59
TRINITY_DN7731_c0_g1_i2,sp|Q17449|FAAH1_CAEEL,1.22E-70
TRINITY_DN26474_c0_g1_i2,sp|P38669|TBA2_NEUCR,3.87E-69
TRINITY_DN19412_c1_g1_i3,sp|P85107|TGS1_RAT,1.63E-37
TRINITY_DN14299_c0_g1_i5,sp|Q6PAX2|ATD3B_XENLA,2.38E-98
TRINITY_DN9004_c0_g1_i1,sp|Q6IUY1|RHBL3_TOXGO,2.50E-24
TRINITY_DN3886_c1_g1_i3,sp|Q39584|DYL3_CHLRE,3.22E-37
TRINITY_DN5446_c0_g1_i9,sp|Q9PIN2|ZUPT_CAMJE,5.26E-31
TRINITY_DN5450_c0_g1_i11,sp|Q5R501|OST48_PONAB,1.42E-82
TRINITY_DN10659_c2_g1_i5,sp|Q9U5L1|SRPRA_DROME,1.35E-113
TRINITY_DN5778_c0_g1_i2,sp|Q1ZXD3|PSMD3_DICDI,3.04E-104
TRINITY_DN27144_c0_g2_i2,sp|O55173|PDPK1_RAT,8.43E-31
TRINITY_DN6919_c0_g3_i1,sp|P51824|ARF1_SOLTU,1.35E-102
TRINITY_DN483_c0_g1_i9,sp|Q23716|EF2_CRYPV,0
TRINITY_DN12977_c0_g1_i5,sp|P32908|SMC1_YEAST,1.10E-30
TRINITY_DN7227_c0_g1_i2,sp|Q9LHG8|ELC_ARATH,5.89E-24
TRINITY_DN35030_c0_g1_i1,sp|Q0V6P9|MET3_PHANO,6.76E-82
TRINITY_DN17012_c1_g1_i2,sp|D3YXG0|HMCN1_MOUSE,6.76E-33
TRINITY_DN17127_c0_g1_i5,sp|Q6P8D9|UBC12_XENTR,1.17E-58
TRINITY_DN17165_c1_g1_i4,sp|P93262|PGMC_MESCR,0
TRINITY_DN7096_c0_g2_i1,sp|Q86TL2|STIMA_HUMAN,1.69E-23
TRINITY_DN13181_c0_g1_i1,sp|Q968X7|PNO_CRYPV,1.01E-70
TRINITY_DN9464_c0_g1_i5,sp|P73789|PPI2_SYNY3,1.28E-48
TRINITY_DN4893_c0_g1_i6,sp|Q869S7|SUCB2_DICDI,2.29E-141
TRINITY_DN6358_c0_g1_i8,sp|Q08DI8|PUS7_BOVIN,3.07E-49
TRINITY_DN8396_c0_g1_i4,sp|O04486|RAA2A_ARATH,1.27E-39
TRINITY_DN9609_c0_g2_i6,sp|Q9NGQ2|KIF1_DICDI,3.23E-79
TRINITY_DN1360_c0_g1_i4,sp|Q8LPJ4|AB2E_ARATH,0
TRINITY_DN7638_c0_g1_i2,sp|Q7ZVZ7|AB17C_DANRE,3.44E-51
TRINITY_DN7687_c0_g1_i1,sp|O14036|SMD2_SCHPO,9.22E-36
TRINITY_DN4943_c0_g1_i1,sp|Q01061|PDE1B_BOVIN,1.68E-30
TRINITY_DN3723_c0_g2_i7,sp|Q9M5L0|RL35_EUPES,6.49E-39
TRINITY_DN21631_c0_g1_i3,sp|Q6FLE2|NM111_CANGA,1.37E-113
TRINITY_DN4849_c0_g1_i6,sp|Q53P98|SIPL2_ORYSJ,1.53E-41
TRINITY_DN1360_c0_g1_i2,sp|Q8LPJ4|AB2E_ARATH,0
TRINITY_DN11708_c1_g3_i3,sp|O04491|PPR26_ARATH,3.89E-29
TRINITY_DN8001_c0_g1_i1,sp|Q8AAB1|GLMS_BACTN,0
TRINITY_DN2779_c0_g1_i8,sp|Q01693|AMPX_VIBPR,1.45E-67
TRINITY_DN21905_c0_g1_i2,sp|P70269|CATE_MOUSE,1.51E-65
TRINITY_DN17196_c0_g1_i1,sp|Q09173|PP2C3_SCHPO,1.48E-44
TRINITY_DN10888_c0_g1_i2,sp|P26357|TBP_SOLTU,4.64E-39
TRINITY_DN4573_c0_g1_i2,sp|Q9NP78|ABCB9_HUMAN,2.81E-43
TRINITY_DN1935_c0_g1_i4,sp|Q8AWF2|NACA_ORENI,1.64E-38
TRINITY_DN9395_c0_g1_i2,sp|Q8W103|CHR24_ARATH,3.67E-101
TRINITY_DN14979_c0_g3_i3,sp|Q9Y450|HBS1L_HUMAN,1.74E-90
TRINITY_DN6728_c0_g1_i5,sp|Q5RCP3|LSM8_PONAB,5.55E-32
TRINITY_DN6508_c0_g1_i3,sp|P32656|CHAC_YEAST,8.49E-24
TRINITY_DN21945_c0_g1_i4,sp|P63331|PP2AA_RAT,8.74E-169
TRINITY_DN6501_c0_g1_i7,sp|Q6AYK5|LYAR_RAT,1.56E-23
TRINITY_DN39074_c0_g1_i2,sp|Q9SB75|CSLC5_ARATH,2.35E-57
TRINITY_DN9268_c0_g1_i9,sp|Q38951|2AAG_ARATH,2.41E-110
TRINITY_DN3596_c0_g1_i5,sp|P53034|RFC2_DROME,6.07E-88
TRINITY_DN1935_c0_g1_i5,sp|Q8AWF2|NACA_ORENI,8.59E-39
TRINITY_DN9742_c0_g2_i2,sp|Q54KA7|SECG_DICDI,6.71E-33
TRINITY_DN11092_c0_g1_i3,sp|Q9SKZ2|CAF1G_ARATH,2.84E-56
TRINITY_DN14604_c0_g1_i6,sp|Q6PCJ9|PPT2A_XENLA,2.66E-28
TRINITY_DN8525_c0_g2_i1,sp|Q2QNM1|MCM7_ORYSJ,4.77E-26
TRINITY_DN8172_c0_g1_i1,sp|Q06827|CATR_SCHDU,6.41E-52
TRINITY_DN207_c0_g1_i2,sp|Q10752|CDC28_SCHPO,2.15E-71
TRINITY_DN10502_c0_g1_i2,sp|P52652|TFS2_CAEEL,1.27E-35
TRINITY_DN7733_c0_g1_i15,sp|E2JA31|DDAF_ENTAG,3.89E-40
TRINITY_DN12762_c0_g1_i13,sp|Q54WR9|GLNA3_DICDI,1.17E-146
TRINITY_DN11559_c0_g1_i2,sp|O60121|YH77_SCHPO,2.09E-73
TRINITY_DN8803_c0_g1_i6,sp|P51807|DYLT1_MOUSE,2.07E-22
TRINITY_DN18194_c0_g1_i1,sp|Q91X83|METK1_MOUSE,1.15E-124
TRINITY_DN2249_c0_g1_i1,sp|Q0D5B9|SAP16_ORYSJ,2.16E-27
TRINITY_DN45_c0_g1_i6,sp|Q23978|MY31D_DROME,0
TRINITY_DN22235_c0_g1_i4,sp|Q9LEU4|CAF1J_ARATH,7.85E-65
TRINITY_DN6739_c0_g1_i1,sp|Q6ICB0|DESI1_HUMAN,3.76E-25
TRINITY_DN22834_c0_g1_i5,sp|E3QCU0|AMPP1_COLGM,5.05E-153
TRINITY_DN7684_c0_g1_i10,sp|P21616|AVP_VIGRR,0
TRINITY_DN4345_c0_g2_i5,sp|Q8GWE6|EER5_ARATH,2.60E-39
TRINITY_DN21360_c0_g2_i3,sp|Q5UNW1|YR707_MIMIV,9.09E-30
TRINITY_DN7591_c0_g1_i3,sp|P18067|RAB7A_CANLF,1.51E-98
TRINITY_DN2081_c0_g1_i5,sp|Q8TD30|ALAT2_HUMAN,6.89E-144
TRINITY_DN20718_c0_g2_i7,sp|O32177|FADA_BACSU,6.06E-83
TRINITY_DN13621_c0_g3_i1,sp|P9WQ35|CYA1_MYCTU,1.53E-45
TRINITY_DN11690_c2_g1_i8,sp|Q6ZDY8|SDHA_ORYSJ,0
TRINITY_DN5347_c0_g1_i1,sp|Q9ULC3|RAB23_HUMAN,1.21E-62
TRINITY_DN3592_c0_g1_i3,sp|Q9XGL4|RL31_CYAPA,1.37E-29
TRINITY_DN6358_c0_g1_i7,sp|Q08DI8|PUS7_BOVIN,1.10E-48
TRINITY_DN7510_c0_g1_i6,sp|Q38873|CDPK7_ARATH,5.08E-26
TRINITY_DN20633_c0_g2_i1,sp|Q9SB52|PUMP4_ARATH,2.41E-84
TRINITY_DN36923_c0_g1_i1,sp|O64629|AUR3_ARATH,3.70E-79
TRINITY_DN31548_c0_g1_i3,sp|Q32TF8|EFHC2_DANRE,6.83E-92
TRINITY_DN13959_c0_g1_i5,sp|P51566|AFC1_ARATH,5.51E-58
TRINITY_DN3268_c0_g1_i6,sp|Q9ULJ7|ANR50_HUMAN,1.84E-54
TRINITY_DN7258_c0_g1_i3,sp|Q9H0R3|TM222_HUMAN,5.54E-26
TRINITY_DN1895_c0_g1_i4,sp|Q5U4Y8|SEH1_XENTR,3.59E-53
TRINITY_DN5777_c0_g6_i1,sp|Q9URZ5|VPS1_SCHPO,4.23E-84
TRINITY_DN11759_c0_g1_i14,sp|P41227|NAA10_HUMAN,1.45E-59
TRINITY_DN13504_c0_g1_i2,sp|Q90ZA1|PARN_XENLA,6.78E-29
TRINITY_DN10047_c0_g1_i3,sp|Q6NNP0|ATG16_ARATH,2.81E-28
TRINITY_DN17360_c0_g1_i3,sp|Q9ZVX5|PP156_ARATH,2.36E-22
TRINITY_DN458_c0_g2_i2,sp|P26182|ACT_ACHBI,0
TRINITY_DN5932_c0_g1_i4,sp|C3LRL2|MSRA_VIBCM,1.08E-57
TRINITY_DN7279_c0_g6_i1,sp|Q9XEE9|ALG11_ARATH,2.24E-95
TRINITY_DN12154_c0_g1_i1,sp|Q5BKM3|CHMP3_XENTR,1.62E-25
TRINITY_DN30511_c0_g1_i1,sp|Q1JQ66|S35E3_DANRE,1.12E-38
TRINITY_DN4077_c0_g2_i5,sp|Q75JD5|PCKA_DICDI,0
TRINITY_DN12570_c0_g1_i1,sp|P48506|GSH1_HUMAN,3.75E-86
TRINITY_DN9035_c0_g2_i4,sp|Q9KPQ9|PANE_VIBCH,6.84E-40
TRINITY_DN13565_c0_g2_i1,sp|Q69ZR2|HECD1_MOUSE,5.75E-22
TRINITY_DN15361_c0_g1_i3,sp|P51182|KPYK_SPOPS,9.69E-74
TRINITY_DN9000_c0_g1_i5,sp|Q38950|2AAB_ARATH,1.12E-127
TRINITY_DN2702_c0_g1_i3,sp|Q0VA61|HYOU1_XENTR,2.30E-59
TRINITY_DN6258_c0_g1_i1,sp|Q96RW7|HMCN1_HUMAN,1.91E-30
TRINITY_DN19212_c0_g1_i3,sp|Q92203|KAPS_EMENI,7.87E-61
TRINITY_DN6392_c0_g1_i8,sp|P55180|GALE_BACSU,2.62E-138
TRINITY_DN20951_c0_g1_i1,sp|Q797A7|YFNA_BACSU,1.81E-39
TRINITY_DN6501_c0_g1_i2,sp|Q6AYK5|LYAR_RAT,5.28E-24
TRINITY_DN3743_c0_g1_i6,sp|Q54VQ7|HDA22_DICDI,2.21E-45
TRINITY_DN3778_c0_g1_i6,sp|Q6DD70|AB17C_XENLA,1.69E-37
TRINITY_DN19362_c0_g1_i2,sp|P61859|CALM_NEUCR,1.31E-21
TRINITY_DN2736_c0_g1_i7,sp|Q9C5Z2|EIF3H_ARATH,8.60E-47
TRINITY_DN2866_c0_g1_i4,sp|P0CO04|H3_CRYNJ,5.08E-29
TRINITY_DN4719_c0_g1_i1,sp|Q9HDW8|GLRX5_SCHPO,2.70E-35
TRINITY_DN1150_c0_g1_i1,sp|Q6TU48|MAOX_DICDI,1.14E-163
TRINITY_DN27129_c0_g2_i1,sp|Q14191|WRN_HUMAN,1.89E-64
TRINITY_DN11101_c0_g2_i1,sp|P79051|RHP16_SCHPO,5.01E-68
TRINITY_DN11866_c0_g1_i1,sp|Q12986|NFX1_HUMAN,9.19E-101
TRINITY_DN2357_c0_g1_i12,sp|Q9LST6|PSB2_ORYSJ,1.50E-47
TRINITY_DN8683_c0_g1_i3,sp|Q86GL4|NOXB_DICDI,2.35E-26
TRINITY_DN7755_c0_g1_i4,sp|Q9STS3|CDC23_ARATH,9.70E-115
TRINITY_DN3752_c1_g1_i8,sp|Q23917|PDE2_DICDI,1.50E-43
TRINITY_DN4354_c0_g1_i1,sp|P57106|MDHC2_ARATH,7.10E-139
TRINITY_DN19390_c1_g2_i1,sp|Q2HJ97|PHB2_BOVIN,1.93E-104
TRINITY_DN38534_c0_g4_i2,sp|Q9Y4W6|AFG32_HUMAN,0
TRINITY_DN6607_c0_g1_i8,sp|A8HYU5|METK_CHLRE,4.63E-167
TRINITY_DN13120_c0_g1_i7,sp|Q94KD3|VP52A_ARATH,5.80E-103
TRINITY_DN5449_c0_g1_i9,sp|Q90744|NAGAB_CHICK,2.77E-75
TRINITY_DN7918_c0_g1_i1,sp|P0AC33|FUMA_ECOLI,0
TRINITY_DN9766_c0_g1_i5,sp|Q10137|SEC14_SCHPO,2.42E-43
TRINITY_DN33879_c0_g1_i2,sp|Q9SA73|OLA1_ARATH,2.68E-124
TRINITY_DN17718_c0_g2_i1,sp|Q54UB1|TRM6_DICDI,1.43E-24
TRINITY_DN1978_c0_g1_i3,sp|Q86A77|VATD_DICDI,1.33E-52
TRINITY_DN24881_c0_g1_i1,sp|Q9SBJ1|PDK_ARATH,6.87E-44
TRINITY_DN11225_c0_g1_i1,sp|P32483|PABS_STRGR,6.88E-111
TRINITY_DN11214_c0_g3_i2,sp|Q9NJU9|CDPK3_PLAF7,3.37E-62
TRINITY_DN30794_c0_g1_i1,sp|P53702|CCHL_MOUSE,1.33E-46
TRINITY_DN5437_c0_g1_i14,sp|A7SWH1|PESC_NEMVE,3.07E-109
TRINITY_DN11598_c0_g1_i3,sp|O15910|RIR2_TRYBB,1.37E-159
TRINITY_DN80_c2_g1_i3,sp|P0AB70|PNTB_SHIFL,4.44E-97
TRINITY_DN11492_c0_g1_i1,sp|Q5BK18|NARFL_RAT,3.91E-51
TRINITY_DN15395_c0_g2_i1,sp|O23791|BROM1_ANACO,9.30E-43
TRINITY_DN34384_c0_g2_i3,sp|Q13367|AP3B2_HUMAN,5.72E-78
TRINITY_DN2756_c0_g1_i13,sp|Q0DA50|C3H45_ORYSJ,2.24E-26
TRINITY_DN30626_c0_g1_i1,sp|Q5ZK92|SPAST_CHICK,5.05E-22
TRINITY_DN27194_c0_g1_i5,sp|P50651|RIR2A_ARATH,4.78E-160
TRINITY_DN14970_c0_g1_i11,sp|C3LSV6|NCPP_VIBCM,2.96E-29
TRINITY_DN2756_c0_g1_i2,sp|Q0DA50|C3H45_ORYSJ,2.45E-26
TRINITY_DN12051_c0_g1_i7,sp|P11024|NNTM_BOVIN,0
TRINITY_DN22339_c0_g1_i1,sp|Q9ULJ7|ANR50_HUMAN,7.58E-22
TRINITY_DN9740_c2_g1_i1,sp|Q8L796|PI5K2_ARATH,4.06E-35
TRINITY_DN5214_c0_g1_i9,sp|Q2KIW9|KCY_BOVIN,3.24E-63
TRINITY_DN1093_c0_g1_i15,sp|Q9LSP7|UBC32_ARATH,9.34E-50
TRINITY_DN3595_c1_g3_i1,sp|Q93VR3|GME_ARATH,1.86E-150
TRINITY_DN4345_c0_g1_i2,sp|Q7Z5S9|TM144_HUMAN,1.91E-71
TRINITY_DN25336_c0_g2_i4,sp|P49165|RL4_URECA,8.37E-127
TRINITY_DN12972_c0_g1_i6,sp|B3EWZ3|CADN_ACRMI,2.35E-36
TRINITY_DN27961_c0_g1_i1,sp|P12759|RSP3_CHLRE,3.58E-53
TRINITY_DN56128_c0_g1_i1,sp|Q9D2H2|KAD7_MOUSE,4.83E-51
TRINITY_DN6725_c0_g1_i1,sp|Q54DF7|Y2354_DICDI,1.59E-26
TRINITY_DN11559_c0_g1_i1,sp|O60121|YH77_SCHPO,5.18E-74
TRINITY_DN10085_c0_g1_i1,sp|A3LT66|MCR1_PICST,6.80E-35
TRINITY_DN9709_c0_g2_i6,sp|Q9FH32|AT18F_ARATH,6.14E-24
TRINITY_DN12761_c0_g1_i2,sp|Q0D5B9|SAP16_ORYSJ,3.94E-22
TRINITY_DN7760_c0_g1_i2,sp|Q9J579|DCK2_FOWPN,7.40E-31
TRINITY_DN18436_c0_g1_i8,sp|Q94AH6|CUL1_ARATH,0
TRINITY_DN14691_c0_g1_i1,sp|P53042|PPP5_RAT,6.26E-44
TRINITY_DN17090_c0_g1_i5,sp|Q84M24|AB1A_ARATH,1.86E-121
TRINITY_DN16529_c0_g2_i1,sp|Q75B16|SEC24_ASHGO,8.80E-25
TRINITY_DN11691_c0_g1_i3,sp|Q6DEL1|S38A7_DANRE,3.44E-42
TRINITY_DN4371_c0_g1_i3,sp|P52285|SKP1A_DICDI,4.15E-53
TRINITY_DN10263_c0_g1_i1,sp|P92974|UBE12_ARATH,0
TRINITY_DN22366_c0_g1_i2,sp|Q86H28|PROD_DICDI,3.53E-22
TRINITY_DN11110_c0_g1_i3,sp|P49967|SR543_ARATH,0
TRINITY_DN30768_c0_g1_i9,sp|Q9LZK5|DNJ19_ARATH,1.80E-39
TRINITY_DN21403_c0_g1_i1,sp|Q500Z2|ZDH20_ARATH,2.50E-27
TRINITY_DN4006_c0_g1_i3,sp|Q3ZBR5|TTC1_BOVIN,4.85E-33
TRINITY_DN26637_c0_g1_i2,sp|Q9VCA8|ANKHM_DROME,2.19E-23
TRINITY_DN854_c0_g1_i12,sp|Q5RC80|RBM39_PONAB,2.05E-34
TRINITY_DN23759_c0_g2_i2,sp|Q9P6P3|PPK15_SCHPO,4.31E-103
TRINITY_DN6358_c0_g1_i6,sp|Q08DI8|PUS7_BOVIN,4.75E-49
TRINITY_DN4804_c0_g4_i1,sp|Q9C9K3|PFPA2_ARATH,4.09E-82
TRINITY_DN1931_c0_g1_i2,sp|A6W2P7|BETB_MARMS,3.73E-152
TRINITY_DN2600_c0_g1_i2,sp|Q147X3|NAA30_HUMAN,3.41E-57
TRINITY_DN4291_c0_g1_i7,sp|Q3SYU1|NOC2L_BOVIN,1.95E-27
TRINITY_DN25638_c0_g1_i2,sp|Q9UTM4|TCPE_SCHPO,0
TRINITY_DN3103_c0_g1_i3,sp|Q9NVG8|TBC13_HUMAN,5.13E-27
TRINITY_DN12500_c0_g2_i3,sp|B0CN39|SFMM3_STRLA,8.38E-30
TRINITY_DN4354_c0_g1_i5,sp|P57106|MDHC2_ARATH,1.22E-138
TRINITY_DN5614_c0_g1_i3,sp|Q09522|DIM1_CAEEL,1.33E-88
TRINITY_DN4342_c0_g1_i2,sp|Q9SVV9|AML3_ARATH,3.67E-25
TRINITY_DN17105_c0_g1_i7,sp|Q55EY8|UBE2W_DICDI,1.10E-38
TRINITY_DN60521_c0_g1_i1,sp|O04714|GCR1_ARATH,1.05E-26
TRINITY_DN4104_c1_g1_i2,sp|Q12705|PP2B_SCHPO,8.77E-145
TRINITY_DN4849_c0_g3_i1,sp|Q0DWA9|SIPL4_ORYSJ,3.11E-54
TRINITY_DN25860_c0_g2_i1,sp|P31646|S6A13_RAT,2.05E-69
TRINITY_DN26713_c0_g1_i1,sp|F1LMY4|RYR1_RAT,6.43E-23
TRINITY_DN3268_c0_g1_i11,sp|Q9ULJ7|ANR50_HUMAN,4.90E-54
TRINITY_DN854_c0_g1_i1,sp|Q5RC80|RBM39_PONAB,2.31E-34
TRINITY_DN8276_c0_g1_i9,sp|A6H730|PPAP_BOVIN,2.48E-24
TRINITY_DN5244_c1_g1_i3,sp|Q6NPL9|PLP3A_ARATH,2.29E-28
TRINITY_DN15411_c0_g1_i4,sp|Q1JQC1|MFSD1_BOVIN,1.22E-52
TRINITY_DN18194_c0_g1_i6,sp|Q91X83|METK1_MOUSE,2.15E-124
