Trinity_ID	GO_ID	GOslim	Biological_process
TRINITY_DN9787_c0_g2_i1	GO:0001666	stress response	P
TRINITY_DN25784_c0_g1_i1	GO:0001666	stress response	P
TRINITY_DN583_c1_g1_i1	GO:0001666	stress response	P
TRINITY_DN583_c1_g1_i2	GO:0001666	stress response	P
TRINITY_DN5235_c0_g1_i2	GO:0001666	stress response	P
TRINITY_DN871_c0_g1_i5	GO:0001666	stress response	P
TRINITY_DN871_c0_g1_i6	GO:0001666	stress response	P
TRINITY_DN871_c0_g1_i9	GO:0001666	stress response	P
TRINITY_DN10087_c0_g1_i1	GO:0001778	stress response	P
TRINITY_DN10087_c0_g1_i2	GO:0001778	stress response	P
TRINITY_DN10087_c0_g1_i3	GO:0001778	stress response	P
TRINITY_DN23197_c0_g1_i1	GO:0001778	stress response	P
TRINITY_DN7693_c0_g1_i1	GO:0001778	stress response	P
TRINITY_DN7243_c0_g1_i1	GO:0001778	stress response	P
TRINITY_DN7243_c0_g1_i3	GO:0001778	stress response	P
TRINITY_DN4927_c0_g1_i5	GO:0001805	stress response	P
TRINITY_DN4927_c0_g1_i5	GO:0001812	stress response	P
TRINITY_DN12367_c0_g1_i2	GO:0001867	stress response	P
TRINITY_DN12367_c0_g1_i3	GO:0001867	stress response	P
TRINITY_DN14138_c0_g2_i1	GO:0001867	stress response	P
TRINITY_DN14138_c0_g2_i2	GO:0001867	stress response	P
TRINITY_DN33_c0_g1_i10	GO:0001867	stress response	P
TRINITY_DN12915_c0_g1_i1	GO:0001867	stress response	P
TRINITY_DN12367_c0_g1_i1	GO:0001867	stress response	P
TRINITY_DN14448_c0_g1_i2	GO:0001867	stress response	P
TRINITY_DN14496_c0_g1_i1	GO:0001867	stress response	P
TRINITY_DN25749_c0_g1_i1	GO:0001867	stress response	P
TRINITY_DN33_c0_g1_i1	GO:0001867	stress response	P
TRINITY_DN33_c0_g1_i11	GO:0001867	stress response	P
TRINITY_DN33_c0_g1_i14	GO:0001867	stress response	P
TRINITY_DN33_c0_g1_i8	GO:0001867	stress response	P
TRINITY_DN6580_c0_g1_i1	GO:0001867	stress response	P
TRINITY_DN23991_c0_g1_i1	GO:0001867	stress response	P
TRINITY_DN16012_c0_g1_i4	GO:0001869	stress response	P
TRINITY_DN16012_c0_g1_i6	GO:0001869	stress response	P
TRINITY_DN3839_c0_g1_i8	GO:0001869	stress response	P
TRINITY_DN3839_c0_g1_i8	GO:0001869	stress response	P
TRINITY_DN9332_c0_g1_i1	GO:0001869	stress response	P
TRINITY_DN19093_c0_g1_i1	GO:0001869	stress response	P
TRINITY_DN26220_c0_g1_i1	GO:0002209	stress response	P
TRINITY_DN28024_c0_g1_i1	GO:0002209	stress response	P
TRINITY_DN1594_c0_g1_i2	GO:0002213	stress response	P
TRINITY_DN1594_c0_g1_i3	GO:0002213	stress response	P
TRINITY_DN647_c0_g1_i2	GO:0002218	stress response	P
TRINITY_DN647_c0_g1_i4	GO:0002218	stress response	P
TRINITY_DN647_c0_g1_i6	GO:0002218	stress response	P
TRINITY_DN647_c0_g1_i8	GO:0002218	stress response	P
TRINITY_DN4145_c0_g1_i3	GO:0002218	stress response	P
TRINITY_DN4145_c0_g1_i5	GO:0002218	stress response	P
TRINITY_DN4145_c0_g1_i6	GO:0002218	stress response	P
TRINITY_DN6304_c0_g1_i2	GO:0002218	stress response	P
TRINITY_DN6304_c0_g1_i3	GO:0002218	stress response	P
TRINITY_DN1395_c0_g1_i1	GO:0002218	stress response	P
TRINITY_DN1395_c0_g1_i2	GO:0002218	stress response	P
TRINITY_DN1395_c0_g1_i3	GO:0002218	stress response	P
TRINITY_DN115_c0_g1_i4	GO:0002218	stress response	P
TRINITY_DN4848_c0_g1_i1	GO:0002223	stress response	P
TRINITY_DN362_c0_g1_i1	GO:0002223	stress response	P
TRINITY_DN362_c0_g1_i2	GO:0002223	stress response	P
TRINITY_DN151_c0_g2_i2	GO:0002223	stress response	P
TRINITY_DN151_c0_g2_i4	GO:0002223	stress response	P
TRINITY_DN151_c0_g2_i5	GO:0002223	stress response	P
TRINITY_DN4325_c0_g1_i1	GO:0002223	stress response	P
TRINITY_DN11491_c0_g1_i1	GO:0002223	stress response	P
TRINITY_DN23924_c0_g1_i1	GO:0002223	stress response	P
TRINITY_DN23907_c0_g1_i1	GO:0002223	stress response	P
TRINITY_DN6897_c0_g1_i2	GO:0002223	stress response	P
TRINITY_DN12173_c1_g1_i1	GO:0002223	stress response	P
TRINITY_DN575_c0_g1_i2	GO:0002223	stress response	P
TRINITY_DN575_c0_g1_i3	GO:0002223	stress response	P
TRINITY_DN11024_c0_g1_i1	GO:0002223	stress response	P
TRINITY_DN789_c0_g1_i1	GO:0002223	stress response	P
TRINITY_DN4004_c1_g1_i1	GO:0002223	stress response	P
TRINITY_DN4004_c1_g1_i13	GO:0002223	stress response	P
TRINITY_DN4004_c1_g1_i14	GO:0002223	stress response	P
TRINITY_DN4004_c1_g1_i5	GO:0002223	stress response	P
TRINITY_DN4004_c1_g1_i7	GO:0002223	stress response	P
TRINITY_DN4004_c1_g1_i8	GO:0002223	stress response	P
TRINITY_DN40_c0_g1_i3	GO:0002223	stress response	P
TRINITY_DN7617_c0_g1_i1	GO:0002223	stress response	P
TRINITY_DN7945_c0_g1_i1	GO:0002223	stress response	P
TRINITY_DN9963_c0_g1_i1	GO:0002223	stress response	P
TRINITY_DN11342_c0_g1_i1	GO:0002223	stress response	P
TRINITY_DN557_c0_g1_i1	GO:0002223	stress response	P
TRINITY_DN557_c0_g1_i2	GO:0002223	stress response	P
TRINITY_DN3987_c0_g1_i2	GO:0002223	stress response	P
TRINITY_DN40_c0_g1_i2	GO:0002223	stress response	P
TRINITY_DN40_c0_g1_i4	GO:0002223	stress response	P
TRINITY_DN40_c0_g1_i5	GO:0002223	stress response	P
TRINITY_DN40_c0_g1_i6	GO:0002223	stress response	P
TRINITY_DN40_c0_g1_i7	GO:0002223	stress response	P
TRINITY_DN8002_c0_g1_i1	GO:0002223	stress response	P
TRINITY_DN22495_c0_g1_i1	GO:0002223	stress response	P
TRINITY_DN7105_c0_g1_i1	GO:0002223	stress response	P
TRINITY_DN2345_c0_g1_i1	GO:0002223	stress response	P
TRINITY_DN6381_c0_g1_i1	GO:0002224	stress response	P
TRINITY_DN15790_c0_g1_i16	GO:0002224	stress response	P
TRINITY_DN21063_c0_g1_i1	GO:0002224	stress response	P
TRINITY_DN663_c0_g1_i1	GO:0002224	stress response	P
TRINITY_DN6448_c0_g1_i3	GO:0002224	stress response	P
TRINITY_DN6448_c0_g1_i5	GO:0002224	stress response	P
TRINITY_DN6448_c0_g1_i6	GO:0002224	stress response	P
TRINITY_DN26793_c0_g1_i1	GO:0002224	stress response	P
TRINITY_DN179_c0_g1_i1	GO:0002224	stress response	P
TRINITY_DN179_c0_g1_i2	GO:0002224	stress response	P
TRINITY_DN6448_c0_g1_i7	GO:0002224	stress response	P
TRINITY_DN12539_c0_g1_i1	GO:0002227	stress response	P
TRINITY_DN25909_c0_g1_i1	GO:0002227	stress response	P
TRINITY_DN26705_c0_g1_i1	GO:0002227	stress response	P
TRINITY_DN27704_c0_g1_i1	GO:0002227	stress response	P
TRINITY_DN28203_c0_g1_i1	GO:0002227	stress response	P
TRINITY_DN2682_c0_g1_i1	GO:0002229	stress response	P
TRINITY_DN310_c0_g1_i1	GO:0002229	stress response	P
TRINITY_DN310_c0_g1_i2	GO:0002229	stress response	P
TRINITY_DN647_c0_g1_i2	GO:0002230	stress response	P
TRINITY_DN647_c0_g1_i4	GO:0002230	stress response	P
TRINITY_DN647_c0_g1_i6	GO:0002230	stress response	P
TRINITY_DN647_c0_g1_i8	GO:0002230	stress response	P
TRINITY_DN0_c1_g1_i1	GO:0002230	stress response	P
TRINITY_DN0_c1_g1_i2	GO:0002230	stress response	P
TRINITY_DN0_c1_g1_i3	GO:0002230	stress response	P
TRINITY_DN1395_c0_g1_i1	GO:0002230	stress response	P
TRINITY_DN1395_c0_g1_i2	GO:0002230	stress response	P
TRINITY_DN1395_c0_g1_i3	GO:0002230	stress response	P
TRINITY_DN7532_c0_g1_i2	GO:0002230	stress response	P
TRINITY_DN7532_c0_g2_i1	GO:0002230	stress response	P
TRINITY_DN7532_c0_g1_i1	GO:0002230	stress response	P
TRINITY_DN7532_c0_g2_i3	GO:0002230	stress response	P
TRINITY_DN871_c0_g1_i10	GO:0002248	stress response	P
TRINITY_DN871_c0_g1_i2	GO:0002248	stress response	P
TRINITY_DN871_c0_g1_i4	GO:0002248	stress response	P
TRINITY_DN21517_c0_g1_i1	GO:0002437	stress response	P
TRINITY_DN21517_c0_g1_i2	GO:0002437	stress response	P
TRINITY_DN3252_c0_g1_i1	GO:0002437	stress response	P
TRINITY_DN3252_c0_g1_i2	GO:0002437	stress response	P
TRINITY_DN6708_c0_g1_i1	GO:0002437	stress response	P
TRINITY_DN27927_c0_g1_i1	GO:0002437	stress response	P
TRINITY_DN538_c0_g2_i3	GO:0002437	stress response	P
TRINITY_DN538_c0_g2_i7	GO:0002437	stress response	P
TRINITY_DN538_c0_g2_i9	GO:0002437	stress response	P
TRINITY_DN1617_c0_g1_i2	GO:0002532	stress response	P
TRINITY_DN5286_c0_g1_i1	GO:0002532	stress response	P
TRINITY_DN5286_c0_g1_i3	GO:0002532	stress response	P
TRINITY_DN5286_c0_g1_i4	GO:0002532	stress response	P
TRINITY_DN1331_c0_g1_i17	GO:0002532	stress response	P
TRINITY_DN1331_c0_g1_i20	GO:0002532	stress response	P
TRINITY_DN4017_c0_g1_i5	GO:0002532	stress response	P
TRINITY_DN2919_c0_g1_i1	GO:0002540	stress response	P
TRINITY_DN21200_c0_g1_i1	GO:0002543	stress response	P
TRINITY_DN4927_c0_g1_i5	GO:0002553	stress response	P
TRINITY_DN5404_c0_g1_i1	GO:0002674	stress response	P
TRINITY_DN5404_c0_g1_i2	GO:0002674	stress response	P
TRINITY_DN9023_c0_g1_i1	GO:0002674	stress response	P
TRINITY_DN1355_c0_g1_i1	GO:0002679	stress response	P
TRINITY_DN11928_c0_g1_i1	GO:0002679	stress response	P
TRINITY_DN12367_c0_g1_i2	GO:0002752	stress response	P
TRINITY_DN12367_c0_g1_i3	GO:0002752	stress response	P
TRINITY_DN14138_c0_g2_i1	GO:0002752	stress response	P
TRINITY_DN14138_c0_g2_i2	GO:0002752	stress response	P
TRINITY_DN33_c0_g1_i10	GO:0002752	stress response	P
TRINITY_DN10283_c0_g1_i4	GO:0002752	stress response	P
TRINITY_DN12616_c0_g1_i1	GO:0002752	stress response	P
TRINITY_DN22628_c0_g1_i1	GO:0002752	stress response	P
TRINITY_DN23716_c0_g1_i1	GO:0002752	stress response	P
TRINITY_DN33_c0_g1_i12	GO:0002752	stress response	P
TRINITY_DN33_c0_g1_i13	GO:0002752	stress response	P
TRINITY_DN33_c0_g1_i15	GO:0002752	stress response	P
TRINITY_DN33_c0_g1_i2	GO:0002752	stress response	P
TRINITY_DN33_c0_g1_i4	GO:0002752	stress response	P
TRINITY_DN741_c0_g1_i1	GO:0002755	stress response	P
TRINITY_DN741_c0_g1_i2	GO:0002755	stress response	P
TRINITY_DN741_c0_g1_i3	GO:0002755	stress response	P
TRINITY_DN24724_c0_g1_i1	GO:0002755	stress response	P
TRINITY_DN26306_c0_g1_i1	GO:0002755	stress response	P
TRINITY_DN9174_c0_g1_i1	GO:0002755	stress response	P
TRINITY_DN9174_c0_g1_i2	GO:0002755	stress response	P
TRINITY_DN3987_c0_g1_i2	GO:0002755	stress response	P
TRINITY_DN16258_c0_g1_i2	GO:0002778	stress response	P
TRINITY_DN8272_c0_g1_i1	GO:0002862	stress response	P
TRINITY_DN18028_c0_g1_i1	GO:0002862	stress response	P
TRINITY_DN18028_c0_g1_i2	GO:0002862	stress response	P
TRINITY_DN138_c0_g1_i1	GO:0002866	stress response	P
TRINITY_DN8176_c0_g1_i2	GO:0002882	stress response	P
TRINITY_DN8176_c0_g1_i3	GO:0002882	stress response	P
TRINITY_DN23326_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN22467_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN2671_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN2671_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN7371_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN1061_c0_g1_i4	GO:0006281	stress response	P
TRINITY_DN22665_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN3437_c2_g1_i1	GO:0006281	stress response	P
TRINITY_DN5683_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN10229_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN5274_c0_g2_i1	GO:0006281	stress response	P
TRINITY_DN9539_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN4883_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN4883_c0_g1_i3	GO:0006281	stress response	P
TRINITY_DN20481_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN329_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN329_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN9055_c0_g1_i3	GO:0006281	stress response	P
TRINITY_DN9055_c0_g2_i1	GO:0006281	stress response	P
TRINITY_DN18252_c1_g1_i1	GO:0006281	stress response	P
TRINITY_DN18252_c1_g1_i2	GO:0006281	stress response	P
TRINITY_DN24476_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN5683_c0_g1_i5	GO:0006281	stress response	P
TRINITY_DN5683_c0_g1_i6	GO:0006281	stress response	P
TRINITY_DN5909_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN3341_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN17235_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN11306_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN2271_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN19883_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN2668_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN4951_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN4951_c0_g1_i5	GO:0006281	stress response	P
TRINITY_DN2474_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN16716_c0_g2_i1	GO:0006281	stress response	P
TRINITY_DN16881_c0_g2_i1	GO:0006281	stress response	P
TRINITY_DN4575_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN4575_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN2514_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN2514_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN2514_c0_g2_i1	GO:0006281	stress response	P
TRINITY_DN1627_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN5377_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN5377_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN6301_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN6301_c0_g1_i3	GO:0006281	stress response	P
TRINITY_DN5400_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN5844_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN8096_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN19259_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN3966_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN1977_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN8955_c0_g2_i4	GO:0006281	stress response	P
TRINITY_DN8955_c0_g4_i1	GO:0006281	stress response	P
TRINITY_DN3648_c1_g1_i1	GO:0006281	stress response	P
TRINITY_DN3648_c1_g1_i3	GO:0006281	stress response	P
TRINITY_DN3648_c1_g1_i4	GO:0006281	stress response	P
TRINITY_DN3648_c1_g1_i2	GO:0006281	stress response	P
TRINITY_DN7101_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN7101_c0_g1_i4	GO:0006281	stress response	P
TRINITY_DN139_c0_g1_i4	GO:0006281	stress response	P
TRINITY_DN139_c0_g1_i6	GO:0006281	stress response	P
TRINITY_DN139_c0_g1_i8	GO:0006281	stress response	P
TRINITY_DN1513_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN2774_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN1513_c0_g2_i1	GO:0006281	stress response	P
TRINITY_DN8155_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN3191_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN20_c0_g1_i11	GO:0006281	stress response	P
TRINITY_DN20_c0_g1_i6	GO:0006281	stress response	P
TRINITY_DN530_c0_g3_i3	GO:0006281	stress response	P
TRINITY_DN1046_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN1357_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN1357_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN1357_c0_g1_i3	GO:0006281	stress response	P
TRINITY_DN1224_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN1224_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN24479_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN2836_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN2836_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN2836_c0_g1_i3	GO:0006281	stress response	P
TRINITY_DN19153_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN4413_c0_g1_i4	GO:0006281	stress response	P
TRINITY_DN6913_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN3615_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN4461_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN6033_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN6033_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN6033_c0_g2_i1	GO:0006281	stress response	P
TRINITY_DN629_c1_g1_i1	GO:0006281	stress response	P
TRINITY_DN629_c1_g1_i2	GO:0006281	stress response	P
TRINITY_DN26947_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN619_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN619_c0_g1_i3	GO:0006281	stress response	P
TRINITY_DN2032_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN2032_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN2032_c0_g1_i3	GO:0006281	stress response	P
TRINITY_DN2304_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN2304_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN20922_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN9961_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN5672_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN5672_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN5672_c0_g1_i5	GO:0006281	stress response	P
TRINITY_DN5672_c0_g1_i8	GO:0006281	stress response	P
TRINITY_DN5672_c0_g1_i9	GO:0006281	stress response	P
TRINITY_DN6301_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN22437_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN22437_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN18252_c1_g1_i3	GO:0006281	stress response	P
TRINITY_DN6663_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN6663_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN13932_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN13932_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN6358_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN7977_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN7977_c0_g2_i1	GO:0006281	stress response	P
TRINITY_DN7977_c0_g3_i1	GO:0006281	stress response	P
TRINITY_DN2671_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN5794_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN1693_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN6240_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN22185_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN27146_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN7196_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN7196_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN2226_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN2226_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN2226_c0_g1_i3	GO:0006281	stress response	P
TRINITY_DN2517_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN1282_c2_g1_i3	GO:0006281	stress response	P
TRINITY_DN1282_c2_g1_i4	GO:0006281	stress response	P
TRINITY_DN23876_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN9836_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN9836_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN19448_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN21054_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN1218_c0_g1_i3	GO:0006281	stress response	P
TRINITY_DN1218_c0_g1_i6	GO:0006281	stress response	P
TRINITY_DN1218_c0_g1_i7	GO:0006281	stress response	P
TRINITY_DN1218_c0_g1_i8	GO:0006281	stress response	P
TRINITY_DN1218_c0_g1_i9	GO:0006281	stress response	P
TRINITY_DN28818_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN3027_c0_g1_i28	GO:0006281	stress response	P
TRINITY_DN9270_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN26674_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN28635_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN4503_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN4503_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN1201_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN1201_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN24_c2_g1_i1	GO:0006281	stress response	P
TRINITY_DN6645_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN3884_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN844_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN10648_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN11589_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN1870_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN3966_c1_g1_i2	GO:0006281	stress response	P
TRINITY_DN6240_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN12979_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN4984_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN17013_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN7930_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN8240_c0_g1_i3	GO:0006281	stress response	P
TRINITY_DN2818_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN1439_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN1439_c0_g1_i3	GO:0006281	stress response	P
TRINITY_DN1439_c0_g1_i6	GO:0006281	stress response	P
TRINITY_DN1439_c0_g1_i8	GO:0006281	stress response	P
TRINITY_DN2715_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN2715_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN6344_c1_g1_i2	GO:0006281	stress response	P
TRINITY_DN8845_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN4737_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN2756_c0_g1_i5	GO:0006281	stress response	P
TRINITY_DN7458_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN820_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN5508_c0_g1_i3	GO:0006281	stress response	P
TRINITY_DN5741_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN10813_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN12302_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN12302_c0_g1_i3	GO:0006281	stress response	P
TRINITY_DN28544_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN30_c2_g1_i1	GO:0006281	stress response	P
TRINITY_DN30_c2_g1_i2	GO:0006281	stress response	P
TRINITY_DN22531_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN4468_c0_g2_i1	GO:0006281	stress response	P
TRINITY_DN12980_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN12980_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN12980_c0_g1_i3	GO:0006281	stress response	P
TRINITY_DN12980_c0_g1_i4	GO:0006281	stress response	P
TRINITY_DN10178_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN8027_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN8027_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN662_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN662_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN662_c0_g1_i10	GO:0006281	stress response	P
TRINITY_DN662_c0_g1_i11	GO:0006281	stress response	P
TRINITY_DN662_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN662_c0_g1_i4	GO:0006281	stress response	P
TRINITY_DN662_c0_g1_i7	GO:0006281	stress response	P
TRINITY_DN662_c0_g1_i8	GO:0006281	stress response	P
TRINITY_DN662_c0_g1_i9	GO:0006281	stress response	P
TRINITY_DN662_c0_g1_i9	GO:0006281	stress response	P
TRINITY_DN1151_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN1151_c0_g1_i4	GO:0006281	stress response	P
TRINITY_DN200_c0_g2_i1	GO:0006281	stress response	P
TRINITY_DN26972_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN11116_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN2135_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN2135_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN2135_c0_g1_i3	GO:0006281	stress response	P
TRINITY_DN2135_c0_g1_i3	GO:0006281	stress response	P
TRINITY_DN2135_c0_g1_i4	GO:0006281	stress response	P
TRINITY_DN2135_c0_g1_i5	GO:0006281	stress response	P
TRINITY_DN2135_c0_g1_i6	GO:0006281	stress response	P
TRINITY_DN2135_c0_g1_i6	GO:0006281	stress response	P
TRINITY_DN28412_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN2715_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN9289_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN9289_c0_g1_i5	GO:0006281	stress response	P
TRINITY_DN9289_c0_g1_i6	GO:0006281	stress response	P
TRINITY_DN9289_c0_g1_i7	GO:0006281	stress response	P
TRINITY_DN11224_c0_g2_i1	GO:0006281	stress response	P
TRINITY_DN3977_c0_g2_i1	GO:0006281	stress response	P
TRINITY_DN1011_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN1011_c0_g1_i5	GO:0006281	stress response	P
TRINITY_DN1014_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN1014_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN5426_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN12360_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN12360_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN1942_c0_g1_i1	GO:0006281	stress response	P
TRINITY_DN294_c0_g1_i2	GO:0006281	stress response	P
TRINITY_DN294_c0_g1_i3	GO:0006281	stress response	P
TRINITY_DN294_c0_g1_i8	GO:0006281	stress response	P
TRINITY_DN294_c0_g1_i9	GO:0006281	stress response	P
TRINITY_DN16157_c0_g1_i2	GO:0006281	stress response	P
