"","qseqid","sseqid","evalue","bitscore","staxids","sscinames","scomnames","sskingdoms"
"18022","TRINITY_DN468_c0_g2_i14","gi|341870819|gb|JF736621.1|",1.65e-93,356,"6763","Callinectes sapidus","blue crab","Eukaryota"
"18025","TRINITY_DN468_c0_g2_i2","gi|89078342|gb|DQ388800.1|",2.56e-54,226,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18028","TRINITY_DN468_c0_g2_i5","gi|89078342|gb|DQ388800.1|",4.6e-54,226,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18053","TRINITY_DN496_c0_g1_i3","gi|262401300|gb|FJ774832.1|",3.87e-33,154,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18054","TRINITY_DN496_c0_g1_i2","gi|262401300|gb|FJ774832.1|",4.17e-33,154,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18055","TRINITY_DN496_c0_g1_i1","gi|262401300|gb|FJ774832.1|",1.23e-129,475,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18056","TRINITY_DN496_c0_g1_i1","gi|262401300|gb|FJ774832.1|",5.26e-33,154,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18057","TRINITY_DN496_c0_g1_i4","gi|262401300|gb|FJ774832.1|",6.89e-176,628,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18069","TRINITY_DN498_c0_g1_i2","gi|262401272|gb|FJ774818.1|",5.22e-82,318,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18070","TRINITY_DN498_c0_g1_i1","gi|262401272|gb|FJ774818.1|",5.28e-82,318,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18120","TRINITY_DN444_c2_g1_i1","gi|1408169361|gb|MG905168.1|",0,3025,"6763","Callinectes sapidus","blue crab","Eukaryota"
"18127","TRINITY_DN471_c0_g2_i4","gi|262401448|gb|FJ774908.1|",1.38e-97,369,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18137","TRINITY_DN425_c0_g1_i2","gi|2098752|gb|U92646.1|GLU92646",0,1586,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"18138","TRINITY_DN425_c0_g1_i3","gi|746645270|gb|KJ509188.1|",0,1644,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18139","TRINITY_DN425_c0_g1_i4","gi|2098752|gb|U92646.1|GLU92646",0,1223,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"18141","TRINITY_DN425_c0_g1_i10","gi|746645270|gb|KJ509188.1|",0,1671,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18143","TRINITY_DN425_c0_g1_i5","gi|2098752|gb|U92646.1|GLU92646",0,1537,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"18146","TRINITY_DN425_c0_g1_i8","gi|2098752|gb|U92646.1|GLU92646",0,1555,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"18147","TRINITY_DN425_c0_g1_i11","gi|330976858|gb|HQ436507.1|",0,1543,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18168","TRINITY_DN409_c0_g1_i2","gi|1238849144|ref|XM_013919907.2|",4.27e-44,192,"6850","Limulus polyphemus","Atlantic horseshoe crab","Eukaryota"
"18169","TRINITY_DN409_c0_g1_i1","gi|1238849144|ref|XM_013919907.2|",2.12e-44,192,"6850","Limulus polyphemus","Atlantic horseshoe crab","Eukaryota"
"18170","TRINITY_DN427_c8_g1_i1","gi|1236765732|gb|MF686677.1|",3.43e-21,113,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18171","TRINITY_DN427_c11_g1_i1","gi|338224311|gb|HM217793.1|",8.5e-29,140,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18208","TRINITY_DN430_c0_g1_i1","gi|209418845|gb|FJ360742.1|",8.37e-107,399,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"18218","TRINITY_DN481_c0_g1_i2","gi|262401292|gb|FJ774828.1|",4.17e-111,414,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18220","TRINITY_DN481_c0_g1_i1","gi|262401292|gb|FJ774828.1|",4.86e-111,414,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18228","TRINITY_DN402_c2_g1_i5","gi|389504781|gb|JN803927.1|",9.72e-31,145,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"18233","TRINITY_DN402_c1_g1_i4","gi|1122815932|gb|KX785223.1|",1.59e-25,127,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18234","TRINITY_DN402_c1_g1_i1","gi|1122815932|gb|KX785223.1|",3.25e-31,147,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18235","TRINITY_DN402_c1_g1_i1","gi|1122815932|gb|KX785223.1|",5.5e-22,116,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18236","TRINITY_DN402_c1_g1_i9","gi|1151123104|gb|KY487995.1|",8.65e-21,113,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"18237","TRINITY_DN402_c1_g1_i2","gi|1122815932|gb|KX785223.1|",9.26e-40,176,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18238","TRINITY_DN402_c1_g1_i2","gi|1122815932|gb|KX785223.1|",1.91e-29,141,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18239","TRINITY_DN402_c1_g1_i10","gi|1122815932|gb|KX785223.1|",1.49e-29,141,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18240","TRINITY_DN402_c1_g1_i10","gi|1122815932|gb|KX785223.1|",7.21e-21,113,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18241","TRINITY_DN402_c1_g1_i6","gi|1122815932|gb|KX785223.1|",1.15e-28,138,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18242","TRINITY_DN402_c1_g1_i6","gi|1122815932|gb|KX785223.1|",2.08e-25,127,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18243","TRINITY_DN402_c1_g1_i5","gi|193075668|gb|EU794003.1|",3.15e-22,116,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"18244","TRINITY_DN402_c1_g1_i11","gi|1122815932|gb|KX785223.1|",1.42e-29,141,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18245","TRINITY_DN402_c1_g1_i11","gi|1122815932|gb|KX785223.1|",5.67e-22,116,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18247","TRINITY_DN438_c0_g1_i1","gi|1122815932|gb|KX785223.1|",1.54e-27,134,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18269","TRINITY_DN424_c0_g2_i2","gi|1236765732|gb|MF686677.1|",7.09e-39,174,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18270","TRINITY_DN424_c0_g2_i4","gi|1236765732|gb|MF686677.1|",6.82e-39,174,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18271","TRINITY_DN424_c0_g2_i5","gi|1236765732|gb|MF686677.1|",7.1e-39,174,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18280","TRINITY_DN449_c1_g3_i2","gi|748203607|gb|KM189809.1|",1.1e-89,342,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18287","TRINITY_DN417_c0_g1_i9","gi|50513238|gb|AY639153.1|",2.73e-144,524,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"18288","TRINITY_DN417_c0_g1_i1","gi|50513238|gb|AY639153.1|",5.03e-170,610,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"18289","TRINITY_DN417_c0_g1_i7","gi|50513238|gb|AY639153.1|",0,2414,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"18290","TRINITY_DN417_c0_g1_i2","gi|50513238|gb|AY639153.1|",0,2406,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"18291","TRINITY_DN417_c0_g1_i8","gi|50513238|gb|AY639153.1|",0,2318,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"18292","TRINITY_DN417_c0_g1_i5","gi|50513238|gb|AY639153.1|",0,2405,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"18293","TRINITY_DN417_c0_g1_i4","gi|50513238|gb|AY639153.1|",0,2318,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"18294","TRINITY_DN417_c0_g1_i6","gi|50513238|gb|AY639153.1|",0,2401,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"18295","TRINITY_DN439_c0_g1_i4","gi|380042039|gb|JQ218936.1|",0,2448,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18296","TRINITY_DN439_c0_g1_i2","gi|380042039|gb|JQ218936.1|",0,2453,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18297","TRINITY_DN439_c0_g1_i1","gi|380042039|gb|JQ218936.1|",0,2450,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18298","TRINITY_DN439_c0_g1_i3","gi|380042039|gb|JQ218936.1|",0,2452,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18480","TRINITY_DN43415_c0_g1_i1","gi|1109582851|gb|KX037434.1|",9.5e-55,224,"39395","Cancer borealis","Jonah crab","Eukaryota"
"18483","TRINITY_DN60632_c0_g1_i1","gi|512130158|gb|KC734559.1|",5.08e-64,255,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18484","TRINITY_DN60669_c0_g1_i1","gi|262301888|gb|GQ885964.1|",1.21e-45,194,"6807","Libinia emarginata","portly spider crab","Eukaryota"
"18518","TRINITY_DN7845_c0_g1_i1","gi|1376610748|gb|MH036347.1|",0,1178,"85551","Scylla olivacea","orange mud crab","Eukaryota"
"18522","TRINITY_DN7863_c0_g4_i1","gi|89078342|gb|DQ388800.1|",5.74e-30,143,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18523","TRINITY_DN7863_c0_g2_i2","gi|220898728|gb|FJ548926.1|",0,1110,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18524","TRINITY_DN7863_c0_g2_i3","gi|220898728|gb|FJ548926.1|",0,1110,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18525","TRINITY_DN7863_c0_g2_i1","gi|220898728|gb|FJ548926.1|",1.3e-166,598,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18539","TRINITY_DN7812_c1_g1_i1","gi|1236765732|gb|MF686677.1|",1.44e-25,127,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18546","TRINITY_DN7812_c4_g1_i1","gi|1236765732|gb|MF686677.1|",3.08e-23,120,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18557","TRINITY_DN1116_c0_g1_i4","gi|262305526|gb|GQ887783.1|",0,1121,"6807","Libinia emarginata","portly spider crab","Eukaryota"
"18558","TRINITY_DN1116_c0_g1_i8","gi|262305526|gb|GQ887783.1|",0,1121,"6807","Libinia emarginata","portly spider crab","Eukaryota"
"18559","TRINITY_DN1116_c0_g1_i2","gi|262401298|gb|FJ774831.1|",1.53e-105,398,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18560","TRINITY_DN1116_c0_g1_i1","gi|262305526|gb|GQ887783.1|",0,1121,"6807","Libinia emarginata","portly spider crab","Eukaryota"
"18561","TRINITY_DN1116_c0_g1_i6","gi|262305526|gb|GQ887783.1|",0,1121,"6807","Libinia emarginata","portly spider crab","Eukaryota"
"18562","TRINITY_DN1116_c0_g1_i3","gi|262305526|gb|GQ887783.1|",0,1121,"6807","Libinia emarginata","portly spider crab","Eukaryota"
"18563","TRINITY_DN1116_c0_g1_i9","gi|262401298|gb|FJ774831.1|",1.24e-105,398,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18566","TRINITY_DN1180_c0_g1_i2","gi|294860899|gb|GQ403706.1|",0,1115,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18567","TRINITY_DN1180_c0_g1_i3","gi|294860899|gb|GQ403706.1|",0,1119,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18579","TRINITY_DN1103_c0_g1_i1","gi|315468665|gb|HQ259302.1|",1.81e-100,378,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18580","TRINITY_DN1103_c1_g1_i1","gi|219937541|emb|AM231066.1|",6.43e-24,122,"135190","Pachygrapsus marmoratus","marbled crab","Eukaryota"
"18587","TRINITY_DN1162_c0_g1_i1","gi|189008693|gb|EU684547.1|",1.69e-178,637,"108111","Eurypanopeus depressus","flatback mud crab","Eukaryota"
"18597","TRINITY_DN1193_c0_g1_i1","gi|764399033|gb|KJ576785.1|",1.75e-62,251,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18598","TRINITY_DN1193_c0_g1_i2","gi|764399033|gb|KJ576785.1|",2.49e-62,251,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18599","TRINITY_DN1193_c0_g1_i4","gi|764399033|gb|KJ576785.1|",3.08e-57,235,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18600","TRINITY_DN1193_c0_g1_i4","gi|764399033|gb|KJ576785.1|",2.71e-26,132,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18601","TRINITY_DN1193_c0_g1_i3","gi|764399033|gb|KJ576785.1|",2.77e-57,235,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18602","TRINITY_DN1193_c0_g1_i3","gi|764399033|gb|KJ576785.1|",2.43e-26,132,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18604","TRINITY_DN1124_c0_g1_i1","gi|338224339|gb|HM217811.1|",5.15e-45,196,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18605","TRINITY_DN1124_c0_g1_i2","gi|338224339|gb|HM217811.1|",4.8e-45,196,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18606","TRINITY_DN1187_c0_g1_i1","gi|347439535|gb|JN415099.1|",4.1e-38,168,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18640","TRINITY_DN1112_c1_g1_i1","gi|338224511|gb|HM217908.1|",9.06e-25,129,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18722","TRINITY_DN17155_c0_g1_i2","gi|1066131|gb|L49023.1|HINMSATA",8.39e-33,152,"41210","Chionoecetes opilio","snow crab","Eukaryota"
"18723","TRINITY_DN17155_c0_g1_i1","gi|1066131|gb|L49023.1|HINMSATA",2.58e-22,116,"41210","Chionoecetes opilio","snow crab","Eukaryota"
"18750","TRINITY_DN51632_c0_g1_i1","gi|347439535|gb|JN415099.1|",3.54e-21,113,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18751","TRINITY_DN6940_c0_g1_i1","gi|262401226|gb|FJ774795.1|",2.85e-84,325,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18757","TRINITY_DN6968_c0_g1_i1","gi|338224305|gb|HM217790.1|",1.9e-153,556,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18793","TRINITY_DN6935_c0_g1_i2","gi|1122815932|gb|KX785223.1|",2.99e-29,140,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18794","TRINITY_DN6935_c0_g3_i1","gi|347439535|gb|JN415099.1|",5.74e-48,205,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18795","TRINITY_DN6935_c0_g3_i5","gi|347439535|gb|JN415099.1|",5.71e-48,205,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18796","TRINITY_DN6935_c0_g3_i2","gi|347439535|gb|JN415099.1|",5.77e-48,205,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18797","TRINITY_DN6935_c0_g3_i4","gi|347439535|gb|JN415099.1|",1.11e-50,214,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18815","TRINITY_DN6933_c0_g3_i4","gi|338224402|gb|HM217845.1|",1.11e-37,170,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18818","TRINITY_DN6923_c0_g3_i1","gi|255930003|gb|FJ607955.1|",2.86e-48,205,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18823","TRINITY_DN6953_c2_g1_i3","gi|209972749|gb|FJ265877.1|",0,677,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18824","TRINITY_DN6953_c2_g1_i2","gi|209972749|gb|FJ265877.1|",0,677,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18828","TRINITY_DN6963_c1_g4_i1","gi|1208038703|gb|KY303919.1|",1.34e-26,131,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18829","TRINITY_DN6963_c1_g4_i1","gi|1208038703|gb|KY303919.1|",1.34e-26,131,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18830","TRINITY_DN6963_c1_g4_i1","gi|1208038703|gb|KY303919.1|",2.96e-22,116,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18863","TRINITY_DN25379_c0_g1_i1","gi|746590650|gb|KM658157.1|",2.21e-88,336,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18864","TRINITY_DN25379_c0_g2_i1","gi|746590650|gb|KM658157.1|",2.5e-55,226,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18873","TRINITY_DN42534_c0_g1_i1","gi|995975386|gb|KU175343.1|",3.86e-22,116,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18874","TRINITY_DN58982_c0_g1_i1","gi|262401054|gb|FJ774708.1|",0,691,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18891","TRINITY_DN16246_c0_g4_i1","gi|1122815932|gb|KX785223.1|",2.03e-83,320,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18892","TRINITY_DN16237_c0_g1_i1","gi|1043379034|gb|KX454537.1|",1.35e-103,387,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18893","TRINITY_DN16237_c0_g2_i1","gi|1043379034|gb|KX454537.1|",4.6e-96,361,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18910","TRINITY_DN16257_c0_g2_i1","gi|262401389|gb|FJ774877.1|",5.7e-83,322,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"18950","TRINITY_DN16322_c0_g2_i1","gi|1238838711|ref|XM_022382635.1|",1.03e-44,194,"6850","Limulus polyphemus","Atlantic horseshoe crab","Eukaryota"
"18951","TRINITY_DN16322_c0_g2_i2","gi|1238838711|ref|XM_022382635.1|",1.03e-44,194,"6850","Limulus polyphemus","Atlantic horseshoe crab","Eukaryota"
"18990","TRINITY_DN33566_c0_g1_i1","gi|1122815932|gb|KX785223.1|",1.27e-33,154,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"18999","TRINITY_DN49942_c0_g1_i1","gi|262401056|gb|FJ774709.1|",7.03e-50,208,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"19013","TRINITY_DN24585_c0_g1_i1","gi|1409560519|gb|MF582352.1|",2e-102,383,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"19079","TRINITY_DN41798_c0_g2_i1","gi|13677225|gb|AF034086.2|AF034086",9.59e-99,370,"6772","Leptuca pugilator","Atlantic sand fiddler crab","Eukaryota"
"19080","TRINITY_DN41798_c0_g1_i1","gi|1208038703|gb|KY303919.1|",3.28e-86,329,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"19095","TRINITY_DN15410_c1_g1_i12","gi|298573240|gb|GQ466027.1|",2.95e-22,116,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"19096","TRINITY_DN15410_c1_g1_i3","gi|298573240|gb|GQ466027.1|",7.81e-26,129,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"19100","TRINITY_DN15427_c0_g1_i1","gi|429510529|gb|JQ711144.1|",6.38e-71,280,"6761","Scylla serrata","giant mud crab","Eukaryota"
"19101","TRINITY_DN15427_c0_g1_i2","gi|429510529|gb|JQ711144.1|",6.04e-71,280,"6761","Scylla serrata","giant mud crab","Eukaryota"
"19108","TRINITY_DN15459_c0_g1_i1","gi|262400952|gb|FJ774656.1|",0,874,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"19145","TRINITY_DN15487_c0_g1_i1","gi|219937541|emb|AM231066.1|",9.03e-37,165,"135190","Pachygrapsus marmoratus","marbled crab","Eukaryota"
"19146","TRINITY_DN15487_c0_g1_i2","gi|219937541|emb|AM231066.1|",1.83e-38,170,"135190","Pachygrapsus marmoratus","marbled crab","Eukaryota"
"19147","TRINITY_DN15487_c0_g1_i5","gi|219937541|emb|AM231066.1|",4.07e-41,179,"135190","Pachygrapsus marmoratus","marbled crab","Eukaryota"
"19148","TRINITY_DN15487_c0_g1_i7","gi|219937541|emb|AM231066.1|",2.11e-38,170,"135190","Pachygrapsus marmoratus","marbled crab","Eukaryota"
"19149","TRINITY_DN15487_c0_g1_i4","gi|219937541|emb|AM231066.1|",3.34e-42,183,"135190","Pachygrapsus marmoratus","marbled crab","Eukaryota"
"19150","TRINITY_DN15487_c0_g1_i3","gi|219937541|emb|AM231066.1|",6.45e-45,192,"135190","Pachygrapsus marmoratus","marbled crab","Eukaryota"
"19159","TRINITY_DN6014_c0_g1_i1","gi|345452832|gb|HQ260914.1|",0,1249,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"19160","TRINITY_DN6014_c0_g1_i2","gi|345452832|gb|HQ260914.1|",0,1314,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"19163","TRINITY_DN6046_c0_g1_i1","gi|89078342|gb|DQ388800.1|",2.62e-21,116,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"19164","TRINITY_DN6046_c0_g1_i2","gi|89078342|gb|DQ388800.1|",2.72e-21,116,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"19183","TRINITY_DN6026_c1_g3_i1","gi|442798695|gb|JQ941876.1|",0,973,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"19206","TRINITY_DN6079_c2_g1_i5","gi|262401012|gb|FJ774687.1|",3.52e-22,118,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"19207","TRINITY_DN6079_c2_g1_i4","gi|262401012|gb|FJ774687.1|",3.66e-77,302,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"19219","TRINITY_DN6074_c0_g1_i1","gi|50513234|gb|AY644674.1|",0,677,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"19234","TRINITY_DN6094_c0_g1_i7","gi|1238852055|ref|XM_022388036.1|",4.24e-44,194,"6850","Limulus polyphemus","Atlantic horseshoe crab","Eukaryota"
"19235","TRINITY_DN6094_c0_g1_i2","gi|1238852055|ref|XM_022388036.1|",4.27e-44,194,"6850","Limulus polyphemus","Atlantic horseshoe crab","Eukaryota"
"19331","TRINITY_DN15536_c0_g1_i1","gi|465829240|gb|JX391924.1|",3.03e-29,140,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"19415","TRINITY_DN15504_c0_g1_i1","gi|936265947|gb|KT225521.1|",1.7e-131,480,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"19416","TRINITY_DN15504_c0_g1_i3","gi|936265947|gb|KT225521.1|",1.14e-138,504,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"19418","TRINITY_DN15505_c0_g3_i3","gi|262401010|gb|FJ774686.1|",7.14e-84,324,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"19419","TRINITY_DN15505_c0_g3_i1","gi|262401010|gb|FJ774686.1|",3.01e-56,232,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"19420","TRINITY_DN15505_c0_g3_i2","gi|262401010|gb|FJ774686.1|",3.01e-56,232,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"19424","TRINITY_DN57068_c0_g1_i1","gi|283972714|gb|FJ917598.1|",6.42e-57,232,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"19444","TRINITY_DN843_c0_g2_i1","gi|262401366|gb|FJ774865.1|",0,699,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"19446","TRINITY_DN843_c1_g1_i1","gi|209418845|gb|FJ360742.1|",0,825,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"19447","TRINITY_DN843_c0_g1_i22","gi|826135714|gb|KP795392.1|",4.23e-82,318,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"19448","TRINITY_DN843_c0_g1_i2","gi|826135714|gb|KP795392.1|",4.29e-82,318,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"19451","TRINITY_DN848_c0_g1_i3","gi|906358698|gb|KT161947.1|",0,1169,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"19452","TRINITY_DN848_c0_g1_i1","gi|906358698|gb|KT161947.1|",0,1169,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"19454","TRINITY_DN848_c0_g1_i8","gi|906358698|gb|KT161947.1|",0,1169,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"19459","TRINITY_DN823_c0_g1_i1","gi|294718622|gb|GQ250102.1|",0,650,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"19463","TRINITY_DN890_c0_g1_i17","gi|309380137|gb|GU593248.1|",0,1083,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
