Trinity_ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	V2	uniprot_acc_ID	V4	V5	V6	V7	V8.x	V9.x	V10.x	V11.x	V12	V13	V14	entry_name	review_status	protein_name	gene_name	organism	length	V8.y	V9.y	V10.y	V11.y	gene_ontology_IDs
TRINITY_DN10994_c0_g1_i1	149.4335629	8.200422649	1.238930096	6.618955077	3.62e-11	8.78e-09	sp	Q8TC12	RDH11_HUMAN	47.1	70	33	1	1	210	114	179	9.6e-11	67	RDH11_HUMAN	reviewed	Retinol dehydrogenase 11 (EC 1.1.1.300) (Androgen-regulated short-chain dehydrogenase/reductase 1) (HCV core-binding protein HCBP12) (Prostate short-chain dehydrogenase/reductase 1) (Retinal reductase 1) (RalR1) (Short chain dehydrogenase/reductase family 7C member 1)	RDH11 ARSDR1 PSDR1 SDR7C1 CGI-82	Homo sapiens (Human)	318	adaptation of rhodopsin mediated signaling [GO:0016062]; retinal metabolic process [GO:0042574]; retinoid metabolic process [GO:0001523]; retinol metabolic process [GO:0042572]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; intracellular [GO:0005622]; photoreceptor inner segment [GO:0001917]	NADP-retinol dehydrogenase activity [GO:0052650]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; retinol dehydrogenase activity [GO:0004745]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; intracellular [GO:0005622]; photoreceptor inner segment [GO:0001917]; NADP-retinol dehydrogenase activity [GO:0052650]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; retinol dehydrogenase activity [GO:0004745]; adaptation of rhodopsin mediated signaling [GO:0016062]; retinal metabolic process [GO:0042574]; retinoid metabolic process [GO:0001523]; retinol metabolic process [GO:0042572]	GO:0001523; GO:0001917; GO:0004745; GO:0005622; GO:0005789; GO:0016021; GO:0016062; GO:0016616; GO:0042572; GO:0042574; GO:0052650
TRINITY_DN11044_c0_g1_i1	108.2929327	6.462595775	1.036728512	6.233643332	4.56e-10	7e-08	sp	P08106	HSP70_CHICK	72.8	125	34	0	377	3	396	520	2e-43	176.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11067_c0_g1_i1	215.9217316	5.559144233	1.134589068	4.899698392	9.6e-07	5.01e-05	sp	Q32KY6	DCTP1_BOVIN	47	83	40	1	80	316	6	88	3.8e-14	79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11169_c0_g1_i1	91.19167178	6.53506205	1.144381894	5.710560508	1.13e-08	1.02e-06	sp	Q24VT7	HTPG_DESHY	48.5	169	80	5	31	534	63	225	3.4e-36	152.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11188_c0_g1_i1	196.1088263	6.125837215	1.02320392	5.986917268	2.14e-09	2.6e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11228_c0_g1_i1	28.86633449	8.202196264	1.890859818	4.337812982	1.44e-05	0.000553805	sp	Q7YR37	ABCF1_PANTR	48.3	147	70	3	1	429	279	423	1.4e-24	114	ABCF1_PANTR	reviewed	ATP-binding cassette sub-family F member 1 (ATP-binding cassette 50)	ABCF1 ABC50	Pan troglodytes (Chimpanzee)	807	positive regulation of translation [GO:0045727]; translational initiation [GO:0006413]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nuclear envelope [GO:0005635]; nucleoplasm [GO:0005654]; polysomal ribosome [GO:0042788]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; ribosome binding [GO:0043022]; RNA binding [GO:0003723]; translation activator activity [GO:0008494]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nuclear envelope [GO:0005635]; nucleoplasm [GO:0005654]; polysomal ribosome [GO:0042788]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; ribosome binding [GO:0043022]; RNA binding [GO:0003723]; translation activator activity [GO:0008494]; positive regulation of translation [GO:0045727]; translational initiation [GO:0006413]	GO:0003723; GO:0005524; GO:0005635; GO:0005654; GO:0005737; GO:0005829; GO:0006413; GO:0008494; GO:0016020; GO:0016887; GO:0042788; GO:0043022; GO:0045727
TRINITY_DN11249_c0_g1_i1	352.5339795	7.681780422	0.848238713	9.05615401	1.35e-19	2.66e-15	sp	A7SDW5	EIF3L_NEMVE	36.4	176	99	4	530	12	330	495	1.8e-26	120.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11252_c0_g1_i1	41.46681243	5.103224848	1.348142558	3.785374788	0.000153477	0.004860108	sp	P98164	LRP2_HUMAN	52.4	42	20	0	130	5	1266	1307	4.7e-06	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1138_c0_g1_i1	32.93196607	8.390986293	1.973913872	4.250938408	2.13e-05	0.000786884	sp	O94830	DDHD2_HUMAN	41.5	715	309	17	2013	145	13	710	1.5e-148	528.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11384_c0_g1_i1	200.0906061	6.539614448	0.947905411	6.899015841	5.24e-12	1.94e-09	sp	Q9H3H5	GPT_HUMAN	33.8	139	73	2	6	410	285	408	2.4e-14	80.1	GPT_HUMAN	reviewed	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase (EC 2.7.8.15) (GlcNAc-1-P transferase) (G1PT) (GPT) (N-acetylglucosamine-1-phosphate transferase)	DPAGT1 DPAGT2	Homo sapiens (Human)	408	dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; dolichol metabolic process [GO:0019348]; dolichyl diphosphate biosynthetic process [GO:0006489]; protein N-linked glycosylation [GO:0006487]; protein oligomerization [GO:0051259]; UDP-N-acetylglucosamine metabolic process [GO:0006047]	endoplasmic reticulum membrane [GO:0005789]; integral component of endoplasmic reticulum membrane [GO:0030176]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]	phospho-N-acetylmuramoyl-pentapeptide-transferase activity [GO:0008963]; transferase activity, transferring glycosyl groups [GO:0016757]; UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity [GO:0003975]; UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase activity [GO:0003976]	endoplasmic reticulum membrane [GO:0005789]; integral component of endoplasmic reticulum membrane [GO:0030176]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; phospho-N-acetylmuramoyl-pentapeptide-transferase activity [GO:0008963]; transferase activity, transferring glycosyl groups [GO:0016757]; UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity [GO:0003975]; UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase activity [GO:0003976]; dolichol metabolic process [GO:0019348]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; dolichyl diphosphate biosynthetic process [GO:0006489]; protein N-linked glycosylation [GO:0006487]; protein oligomerization [GO:0051259]; UDP-N-acetylglucosamine metabolic process [GO:0006047]	GO:0003975; GO:0003976; GO:0005789; GO:0006047; GO:0006487; GO:0006488; GO:0006489; GO:0008963; GO:0016020; GO:0016021; GO:0016757; GO:0019348; GO:0030176; GO:0043231; GO:0051259
TRINITY_DN11402_c0_g1_i1	45.05386133	7.429286363	1.689099008	4.398372343	1.09e-05	0.000432415	sp	Q9LRE6	DPOD1_ORYSJ	71.2	80	23	0	3	242	496	575	7.4e-26	117.5	DPOD1_ORYSJ	reviewed	DNA polymerase delta catalytic subunit (EC 2.7.7.7)	POLD1 Os11g0186400 LOC_Os11g08330	Oryza sativa subsp. japonica (Rice)	1105	base-excision repair, gap-filling [GO:0006287]; DNA replication proofreading [GO:0045004]; nucleotide-excision repair, DNA gap filling [GO:0006297]	delta DNA polymerase complex [GO:0043625]	3'-5'-exodeoxyribonuclease activity [GO:0008296]; 4 iron, 4 sulfur cluster binding [GO:0051539]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]	delta DNA polymerase complex [GO:0043625]; 3'-5'-exodeoxyribonuclease activity [GO:0008296]; 4 iron, 4 sulfur cluster binding [GO:0051539]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; base-excision repair, gap-filling [GO:0006287]; DNA replication proofreading [GO:0045004]; nucleotide-excision repair, DNA gap filling [GO:0006297]	GO:0000166; GO:0003677; GO:0003887; GO:0006287; GO:0006297; GO:0008296; GO:0043625; GO:0045004; GO:0046872; GO:0051539
TRINITY_DN11536_c0_g1_i1	99.75237344	5.890168047	1.075661964	5.475854168	4.35e-08	3.27e-06	sp	P91927	LETM1_DROME	42.7	150	82	2	6	455	216	361	1.4e-22	107.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11631_c0_g1_i1	91.82952807	6.933156397	1.144302605	6.058848741	1.37e-09	1.77e-07	sp	P92132	CATB2_GIAIN	58.6	29	12	0	205	119	256	284	9.2e-06	50.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1166_c0_g1_i2	124.0666262	2.290606593	0.633285179	3.617022265	0.000298012	0.008947175	sp	Q2LZ59	MOB2_DROPS	61.3	230	88	1	178	867	84	312	1.3e-77	291.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11667_c0_g1_i1	28.4813847	8.183229462	1.911749226	4.280493147	1.86e-05	0.000701171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11689_c0_g1_i1	44.48262236	6.477798627	1.459873043	4.437234224	9.11e-06	0.000367797	sp	P15348	TOP2_DROME	62	108	38	1	6	329	369	473	2.2e-30	132.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11773_c0_g1_i1	57.51825175	6.277191534	1.286754571	4.878312988	1.07e-06	5.41e-05	sp	Q9ZNU9	SAP3_ARATH	40.5	74	39	2	108	329	90	158	4.6e-10	65.5	SAP3_ARATH	reviewed	Zinc finger A20 and AN1 domain-containing stress-associated protein 3 (AtSAP3)	SAP3 At2g27580 F15K20.32	Arabidopsis thaliana (Mouse-ear cress)	163			DNA binding [GO:0003677]; zinc ion binding [GO:0008270]	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]	GO:0003677; GO:0008270
TRINITY_DN11775_c0_g1_i1	56.57240033	6.811781379	1.360552274	5.006629667	5.54e-07	3e-05	sp	Q9EPU0	RENT1_MOUSE	51.9	52	25	0	276	121	846	897	1.3e-07	57	RENT1_MOUSE	reviewed	Regulator of nonsense transcripts 1 (EC 3.6.4.-) (ATP-dependent helicase RENT1) (Nonsense mRNA reducing factor 1) (NORF1) (Up-frameshift suppressor 1 homolog) (mUpf1)	Upf1 Rent1	Mus musculus (Mouse)	1124	3'-UTR-mediated mRNA destabilization [GO:0061158]; cell cycle phase transition [GO:0044770]; cellular response to interleukin-1 [GO:0071347]; cellular response to lipopolysaccharide [GO:0071222]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; dosage compensation by inactivation of X chromosome [GO:0009048]; histone mRNA catabolic process [GO:0071044]; nuclear-transcribed mRNA catabolic process [GO:0000956]; nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay [GO:0000294]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; positive regulation of mRNA catabolic process [GO:0061014]; regulation of telomere maintenance [GO:0032204]; regulation of translational termination [GO:0006449]; telomere maintenance via semi-conservative replication [GO:0032201]	chromatin [GO:0000785]; exon-exon junction complex [GO:0035145]; nuclear chromosome, telomeric region [GO:0000784]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; P-body [GO:0000932]; supraspliceosomal complex [GO:0044530]	ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; chromatin binding [GO:0003682]; RNA binding [GO:0003723]; telomeric DNA binding [GO:0042162]; zinc ion binding [GO:0008270]	chromatin [GO:0000785]; exon-exon junction complex [GO:0035145]; nuclear chromosome, telomeric region [GO:0000784]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; P-body [GO:0000932]; supraspliceosomal complex [GO:0044530]; ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; chromatin binding [GO:0003682]; RNA binding [GO:0003723]; telomeric DNA binding [GO:0042162]; zinc ion binding [GO:0008270]; 3'-UTR-mediated mRNA destabilization [GO:0061158]; cell cycle phase transition [GO:0044770]; cellular response to interleukin-1 [GO:0071347]; cellular response to lipopolysaccharide [GO:0071222]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; dosage compensation by inactivation of X chromosome [GO:0009048]; histone mRNA catabolic process [GO:0071044]; nuclear-transcribed mRNA catabolic process [GO:0000956]; nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay [GO:0000294]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; positive regulation of mRNA catabolic process [GO:0061014]; regulation of telomere maintenance [GO:0032204]; regulation of translational termination [GO:0006449]; telomere maintenance via semi-conservative replication [GO:0032201]	GO:0000184; GO:0000294; GO:0000784; GO:0000785; GO:0000932; GO:0000956; GO:0003682; GO:0003723; GO:0004004; GO:0005524; GO:0005634; GO:0005654; GO:0006260; GO:0006281; GO:0006449; GO:0008270; GO:0009048; GO:0032201; GO:0032204; GO:0035145; GO:0042162; GO:0044530; GO:0044770; GO:0061014; GO:0061158; GO:0071044; GO:0071222; GO:0071347
TRINITY_DN11775_c0_g2_i1	72.41830583	9.529093373	1.662603915	5.731427244	9.96e-09	9.11e-07	sp	Q54I89	RENT1_DICDI	45.5	88	39	4	254	6	831	914	5.7e-10	64.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11790_c0_g1_i1	82.24520153	7.344220278	1.291723402	5.685598223	1.3e-08	1.17e-06	sp	Q4I8Q4	APTH1_GIBZE	35.2	108	62	2	5	307	103	209	1.2e-12	73.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11810_c0_g1_i1	60.79214881	7.858732524	1.609871375	4.881590321	1.05e-06	5.35e-05	sp	Q54EF2	ANM1_DICDI	62.9	35	13	0	163	267	18	52	2e-05	49.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11828_c0_g1_i1	115.788851	7.837301613	1.273900446	6.152208864	7.64e-10	1.07e-07	sp	Q9US55	GLU2A_SCHPO	40.7	140	67	3	405	7	196	326	1.4e-26	120.6	GLU2A_SCHPO	reviewed	Glucosidase 2 subunit alpha (EC 3.2.1.84) (Alpha-glucosidase II subunit alpha) (Glucosidase II gls2) (Glucosidase II subunit alpha)	gls2 SPAC1002.03c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	923	carbohydrate metabolic process [GO:0005975]; N-glycan processing [GO:0006491]; protein N-linked glycosylation [GO:0006487]	endoplasmic reticulum [GO:0005783]; glucosidase II complex [GO:0017177]	carbohydrate binding [GO:0030246]; glucan 1,3-alpha-glucosidase activity [GO:0033919]	endoplasmic reticulum [GO:0005783]; glucosidase II complex [GO:0017177]; carbohydrate binding [GO:0030246]; glucan 1,3-alpha-glucosidase activity [GO:0033919]; carbohydrate metabolic process [GO:0005975]; N-glycan processing [GO:0006491]; protein N-linked glycosylation [GO:0006487]	GO:0005783; GO:0005975; GO:0006487; GO:0006491; GO:0017177; GO:0030246; GO:0033919
TRINITY_DN11879_c0_g1_i1	29.3890644	8.228464379	1.898973551	4.333111631	1.47e-05	0.000564664	sp	P38795	NADE_YEAST	64.4	45	16	0	141	7	1	45	2.8e-11	68.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11880_c0_g1_i1	124.1506534	6.018767834	1.02848183	5.852089615	4.85e-09	5.08e-07	sp	Q9LD90	CBF5_ARATH	68.8	32	10	0	3	98	372	403	1.5e-05	50.4	CBF5_ARATH	reviewed	H/ACA ribonucleoprotein complex subunit 4 (EC 5.4.99.-) (CBF5 homolog) (Dyskerin) (Nopp-140-associated protein of 57 kDa homolog) (AtNAP57) (Nucleolar protein NAP57 homolog)	CBF5 NAP57 At3g57150 F24I3.230	Arabidopsis thaliana (Mouse-ear cress)	565	box H/ACA snoRNA 3'-end processing [GO:0000495]; mRNA pseudouridine synthesis [GO:1990481]; rRNA pseudouridine synthesis [GO:0031118]; snRNA pseudouridine synthesis [GO:0031120]	box H/ACA snoRNP complex [GO:0031429]; cytosol [GO:0005829]; nucleolus [GO:0005730]; plasmodesma [GO:0009506]	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]	box H/ACA snoRNP complex [GO:0031429]; cytosol [GO:0005829]; nucleolus [GO:0005730]; plasmodesma [GO:0009506]; pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; box H/ACA snoRNA 3'-end processing [GO:0000495]; mRNA pseudouridine synthesis [GO:1990481]; rRNA pseudouridine synthesis [GO:0031118]; snRNA pseudouridine synthesis [GO:0031120]	GO:0000495; GO:0003723; GO:0005730; GO:0005829; GO:0009506; GO:0009982; GO:0031118; GO:0031120; GO:0031429; GO:1990481
TRINITY_DN11880_c0_g1_i2	57.20880269	9.1883374	1.727458223	5.31899254	1.04e-07	6.71e-06	sp	Q9LD90	CBF5_ARATH	68.8	32	10	0	3	98	372	403	1.6e-05	50.4	CBF5_ARATH	reviewed	H/ACA ribonucleoprotein complex subunit 4 (EC 5.4.99.-) (CBF5 homolog) (Dyskerin) (Nopp-140-associated protein of 57 kDa homolog) (AtNAP57) (Nucleolar protein NAP57 homolog)	CBF5 NAP57 At3g57150 F24I3.230	Arabidopsis thaliana (Mouse-ear cress)	565	box H/ACA snoRNA 3'-end processing [GO:0000495]; mRNA pseudouridine synthesis [GO:1990481]; rRNA pseudouridine synthesis [GO:0031118]; snRNA pseudouridine synthesis [GO:0031120]	box H/ACA snoRNP complex [GO:0031429]; cytosol [GO:0005829]; nucleolus [GO:0005730]; plasmodesma [GO:0009506]	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]	box H/ACA snoRNP complex [GO:0031429]; cytosol [GO:0005829]; nucleolus [GO:0005730]; plasmodesma [GO:0009506]; pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; box H/ACA snoRNA 3'-end processing [GO:0000495]; mRNA pseudouridine synthesis [GO:1990481]; rRNA pseudouridine synthesis [GO:0031118]; snRNA pseudouridine synthesis [GO:0031120]	GO:0000495; GO:0003723; GO:0005730; GO:0005829; GO:0009506; GO:0009982; GO:0031118; GO:0031120; GO:0031429; GO:1990481
TRINITY_DN11880_c0_g2_i1	163.1762562	7.750839734	1.061758303	7.300003879	2.88e-13	1.69e-10	sp	Q9LD90	CBF5_ARATH	74.3	74	19	0	1	222	290	363	1.8e-23	109.4	CBF5_ARATH	reviewed	H/ACA ribonucleoprotein complex subunit 4 (EC 5.4.99.-) (CBF5 homolog) (Dyskerin) (Nopp-140-associated protein of 57 kDa homolog) (AtNAP57) (Nucleolar protein NAP57 homolog)	CBF5 NAP57 At3g57150 F24I3.230	Arabidopsis thaliana (Mouse-ear cress)	565	box H/ACA snoRNA 3'-end processing [GO:0000495]; mRNA pseudouridine synthesis [GO:1990481]; rRNA pseudouridine synthesis [GO:0031118]; snRNA pseudouridine synthesis [GO:0031120]	box H/ACA snoRNP complex [GO:0031429]; cytosol [GO:0005829]; nucleolus [GO:0005730]; plasmodesma [GO:0009506]	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]	box H/ACA snoRNP complex [GO:0031429]; cytosol [GO:0005829]; nucleolus [GO:0005730]; plasmodesma [GO:0009506]; pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; box H/ACA snoRNA 3'-end processing [GO:0000495]; mRNA pseudouridine synthesis [GO:1990481]; rRNA pseudouridine synthesis [GO:0031118]; snRNA pseudouridine synthesis [GO:0031120]	GO:0000495; GO:0003723; GO:0005730; GO:0005829; GO:0009506; GO:0009982; GO:0031118; GO:0031120; GO:0031429; GO:1990481
TRINITY_DN11915_c0_g1_i1	121.8862933	7.335788951	1.100013923	6.668814637	2.58e-11	6.5e-09	sp	Q43011	ASNS2_ORYSJ	50.4	117	54	2	3	350	62	175	5.8e-29	128.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11956_c0_g1_i1	254.2861342	6.293984708	1.048510841	6.002784577	1.94e-09	2.41e-07	sp	Q3SZ12	RLP24_BOVIN	47.3	93	49	0	289	11	38	130	5.5e-17	88.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11972_c0_g1_i1	132.8984392	7.458807176	1.087771372	6.856962197	7.03e-12	2.43e-09	sp	P49736	MCM2_HUMAN	58.6	227	90	1	671	3	560	786	5.8e-70	265.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11979_c0_g1_i1	39.37758537	6.298115312	1.453811192	4.332141166	1.48e-05	0.000565118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11979_c0_g2_i1	54.2495114	7.694507156	1.626962299	4.729370289	2.25e-06	0.000102759	sp	Q12955	ANK3_HUMAN	42	81	47	0	263	21	84	164	3.5e-10	65.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11981_c1_g1_i1	35.7749946	8.51054832	1.918379421	4.436321735	9.15e-06	0.000368001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN12040_c0_g1_i1	18.10508498	6.114288107	1.940577132	3.150757579	0.001628476	0.042192331	sp	Q05746	HSP70_PLACB	77.9	77	17	0	235	5	13	89	1.4e-27	123.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN12109_c0_g1_i2	39.88794387	8.669316478	1.823052129	4.755385948	1.98e-06	9.12e-05	sp	Q4R964	ALLC_MACFA	62.7	51	19	0	153	1	16	66	3.3e-12	72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN12117_c0_g1_i1	63.62864558	4.897285567	1.233803781	3.96925803	7.21e-05	0.002407102	sp	Q54MH3	DHX16_DICDI	70.5	122	36	0	1	366	643	764	2.7e-45	182.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN12218_c0_g1_i1	80.91812701	7.321618574	1.297222411	5.644073454	1.66e-08	1.45e-06	sp	P52875	TM165_MOUSE	36.4	110	67	2	335	12	211	319	1.1e-09	64.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN12220_c0_g1_i1	100.5308388	7.065492913	1.147186316	6.158975933	7.32e-10	1.04e-07	sp	Q9DB25	ALG5_MOUSE	55	109	39	3	7	306	67	174	3.5e-22	105.5	ALG5_MOUSE	reviewed	Dolichyl-phosphate beta-glucosyltransferase (DolP-glucosyltransferase) (EC 2.4.1.117) (Asparagine-linked glycosylation protein 5 homolog)	Alg5	Mus musculus (Mouse)	324	determination of left/right symmetry [GO:0007368]; protein N-linked glycosylation [GO:0006487]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; membrane [GO:0016020]	dolichyl-phosphate beta-glucosyltransferase activity [GO:0004581]; transferase activity [GO:0016740]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; dolichyl-phosphate beta-glucosyltransferase activity [GO:0004581]; transferase activity [GO:0016740]; determination of left/right symmetry [GO:0007368]; protein N-linked glycosylation [GO:0006487]	GO:0004581; GO:0005789; GO:0006487; GO:0007368; GO:0016020; GO:0016021; GO:0016740
